Observed m_z,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31,pca_32,pca_33,pca_34,pca_35,pca_36,pca_37,pca_38,pca_39,pca_40,pca_41,pca_42,pca_43,pca_44,pca_45,pca_46,pca_47,pca_48,pca_49,pca_50,pca_51,pca_52,pca_53,pca_54,pca_55,pca_56,pca_57,pca_58,pca_59,pca_60,pca_61,pca_62,pca_63
925.4807,[M-H]-,-44.50044375041282,-0.10632160805719432,-0.750777125802011,-0.5751419937032047,-0.08756461985668129,0.8653622360779799,0.09511334019789777,-0.039449008073493975,-0.06668650448980881,0.0572086334201357,-0.04255669839069908,-0.0392174996624239,0.10638478633640902,-0.05698953757283136,0.05926517607779332,0.04218852951671119,-0.02647819248957353,0.06685253983155487,0.014737062799498367,0.05190609968012456,-0.008391281258812312,0.07165861910798008,0.0308736131599441,0.06264515591770889,0.08561366158747179,-0.01952227753362593,0.014242414964360175,-0.03844453218773492,-0.04463537597843393,-0.03911200563973601,0.036759809343073234,0.06424701139070692,-0.01645150336674154,-0.010652929977026286,-0.0445353048878273,0.011642669381065012,0.05409060610775287,-0.06407599935263722,0.014835769273076596,0.004811139772504052,0.02011924477144628,0.015531492671366633,-0.016261281344393964,0.03798592790573646,-0.017979287582793924,-0.022260631692824405,0.024896714479635606,-0.040067120543225594,0.05141791549926014,-0.048904533817503135,0.02982496279269752,-0.02577147907813399,-0.017538564606547236,-0.025337991458089286,-0.02853303669391915,0.02308873091995525,-0.0035006439153026985,0.0076498290662027355,0.013648714700519567,-0.011056185667311577,-0.013538258924469604,0.0004140722902975465,-0.024124738626333023,0.004687246042511431
1107.5929,[M-H]-,-43.49980603290111,2.238464876809777,0.11905778929127066,0.14531211370370992,-0.09439050043575202,-0.07047701934904897,-0.3481627729242536,-0.2615511718752259,-0.16126834348490793,0.10755706278081154,-0.23433277101199407,0.12122221678449416,-0.26481948725750526,-0.06134371917609408,0.1508162400950737,-0.14811060801356507,-0.09104457543471517,0.04773564155765029,-0.07599419229180429,0.13615268432688865,-0.09174440073692539,0.05435777985705874,0.010997230639025708,0.05302062183948127,-0.024911566923463857,0.009920734638682656,-0.090500205611483,0.017669702774853992,0.12989737173920787,-0.08364045773165327,0.03485061895984402,-0.061858550965804816,0.12474905616269935,-0.039225699839386556,-0.016378741503654568,-0.09583980227795004,-0.018869681534584393,0.03447329575356796,-0.11605919595789187,-0.031137209285980887,-0.10171850259028582,0.04668981467650903,0.02009427252197136,-0.00333510641434565,-0.016642938217179555,-0.014885213142923685,-0.005710134538325734,0.04240175672075097,-0.030672977120206613,-0.019307074756230336,0.03610883462006817,-0.028760820273999396,-0.004348138927734403,-0.0213181274839597,-0.0025307215499287697,-0.013490781362228454,0.0015852120227897945,0.001172876880253945,-0.005950856679058281,-0.0148758639774554,-0.010899986982333097,-0.004499223820329107,-0.005128599693445677,0.0020259546123951103
797.4684,[M-H+HCOOH]-,-42.49960726088133,2.560638398963646,0.6074249936465187,-0.18203452875224002,0.1921490117740632,0.11570958970400204,0.14554665842136985,0.14712445616488598,0.03641015337076412,0.13349639154657592,0.16903053008374405,0.1934565416394189,0.03092451498806404,0.06370620387073368,-0.07543981086586979,0.08870359284740349,0.04479775603770335,-0.1403231457077503,0.022661704345493968,0.23360315695271247,-0.039438563647732426,0.10101292931240917,-0.15863820596728373,-0.031163800627547204,-0.16058128348757686,-0.012727126468561561,-0.028464736554507188,0.09840807752160048,-0.04378852229169063,0.07080672542202272,-0.03145161162323112,-0.005064431657353303,-0.11840059321405226,0.06215483448457464,-0.03394309804061707,-0.03085721926727732,0.08384804149190454,-0.04398672605057569,0.027706099458152098,0.05831143779370584,-0.05545896255277613,-0.10687453918781573,0.0688238361434264,-0.018947028175514545,-0.06312368628502842,-0.028993561211671664,-0.01320085773392659,0.02332341967425975,-0.0018230050026159996,0.030362120076487857,0.007282949645995136,0.0008570111211760582,-0.009329082020994044,-0.0022562096513152473,-0.023924137800791785,0.006101938096792865,0.002992790000166209,0.004003931350717286,-0.014486490355268786,-0.007426122440768142,0.00456479658978677,-0.0035937346312963693,0.00891486853122812,0.0029808747583807667
807.4908,[M-H]-,-41.50093872254733,-0.331483663408507,-0.6679883298125501,-0.7225843187281313,0.15596825613194215,-0.4371057676646437,0.07834011801665172,0.30281359274224806,0.019978708546212007,-0.0003968421499994629,0.1410363868243954,0.043529692412786085,-0.11238029830664158,0.1330732059549749,-0.16284072295462051,-0.23479986822241572,-0.1546588058021308,-0.04793797599798044,-0.06679473585015282,-0.1961641495060848,0.16121022784992467,-0.0009298568685620719,-0.17965983774170802,0.204291564014979,-0.04215647939362043,-0.03893296089049491,0.05957558254666321,-0.019244505673433974,0.08001060811226754,0.03666280736181358,0.08207275786423662,-0.01727066535254758,-0.044763830551678346,-0.05568549270097545,0.05468724085847313,0.0292903433250406,-0.06399166983586552,0.012129405296741152,-0.012014520263335186,0.015597932598675793,0.015457274568050787,-0.04222270647631556,-0.024745820798869486,-0.03575629757454461,-8.917997823283785e-05,-0.01750990164891661,0.045650288746144886,-0.04591909494611723,0.019313798856216403,0.0003596953835196414,0.07287305260932517,0.009600938953221231,0.019089519999824153,0.007400185697282806,-0.005547330441722589,-0.03835148879419522,-0.0006558316859881884,0.020883263497996022,-0.029477574401256732,-0.02234960867553757,0.006920946634549898,-0.011539721201259859,0.011728597516088986,-0.0010001852684283384
681.4214,[M-H+HCOOH]-,-40.49996254818819,-0.7365739696434889,0.7895233279307616,-0.808724121402899,-0.6478318099511571,-0.18374545159757702,0.4224666906929356,-0.004850455151038709,-0.19292199542042932,-0.09935016101076967,-0.18014387275188432,0.263949808644577,-0.04395557999902475,-0.014694104701010017,-0.2455028176115272,0.04930701839844815,-0.2948139557909229,-0.11251033244592741,0.013415709744889582,-0.25537038466946116,-0.255121400343925,0.21917654936886974,-0.018952125056630076,-0.05194534387070451,-0.011917705552484847,0.05601286605437478,0.04558193378202039,-0.16339214888978024,-0.08548704926203611,0.05213057945244206,-0.10533570969554029,0.024952305121162668,0.0626639629156927,0.06412048884856025,0.056664444782341776,0.0020038630865037146,0.015256856160803169,0.05332829352612726,-0.025623709495247584,0.0017303787622113568,-0.007468786648805475,-0.02052487659705553,0.009649267471788668,0.01193278049600655,0.03254981704375715,-0.045064954343675113,0.0006527160102235876,0.0002737267628354733,-0.018208038180611195,-0.012960107490763196,-0.034756859730512756,-0.02368429441192668,-0.010253781180072639,-0.0031847984527006426,0.005632998631258705,0.0005611977498022721,-0.0048749314456421776,0.00610836951039098,-0.009589783862075311,-0.000497129468261991,0.007581977649353203,0.005812170469556016,-0.005979417523172814,-0.006136265465102274
925.4798,[M-H]-,-39.50132091674064,-0.0662620295187763,-0.8489884295962317,-0.5594521498185394,-0.10450205415995728,0.9200314749905287,0.3196125864527251,-0.11643880456550842,-0.0072947254763410995,0.08205066178210461,-0.1651731661821507,-0.07139592049075874,0.2548461189143475,-0.038181812695066514,0.08422258936478227,-0.15680060669530682,0.04307676755206826,-0.09852340562243536,-0.12839854034997272,0.027891236517193392,0.02833503763368696,0.03949999565835378,0.07535139484943233,0.011371917959022228,0.022606286838892955,0.07789884150621898,0.07887493606451682,0.06370919104017413,0.053457728756902995,0.05630974378473724,0.01677893304550215,0.0210759062148408,-0.08312237548002349,0.027451961522815004,-0.020295261059291143,-0.020305329262700778,-0.03909859067094998,-0.014113151490283037,-0.10205453511317111,-0.05248636515207313,-0.002267817163225677,-0.024993140712166188,0.030921389023579608,-0.053512777837581994,0.059248417992865836,0.01778286073008274,0.03452547730140561,0.01611943903989792,-0.016364486888160574,-0.012899050452751956,-0.0343265944440188,0.034431589576682305,-0.007285736669130169,0.07059589866266948,0.017903037355317137,0.0023921516839175497,-0.03071781634970885,-0.03997833897414204,-0.009862650414924855,0.009477198996755561,-0.0024396391246336246,0.00634633887087781,0.014853110447668778,-0.004235551292552285
793.4374,[M-H]-,-38.500755568273,-0.2012158212484349,-0.7025058501954365,-0.8485504331342951,-0.2012148085098495,1.006005817865682,0.25196087671442874,-0.13698790980930417,0.06237804233467712,-0.0030352749585398635,-0.1427122576637484,-0.15247718284737105,0.07941536995477672,0.04044001081739551,0.10666518622120393,0.006762837046368874,-0.015114548137084618,0.061262666187394274,0.002973428126869435,-0.002043579683591501,0.057373702820723314,0.06345403121371242,-0.015785600509452432,0.05386942777568099,-0.09085402871472678,-0.017811543943759164,0.06273564336937848,-0.016293338303174462,0.010316083430954002,0.005092378075923149,0.0566273272583911,0.09592142393386263,0.06654464911419074,0.002697652856051759,-0.0022840264496640445,0.01056149171155382,-0.0891579399966511,0.06308351833851254,0.10482109576629861,0.021434769830447314,-0.025627580134967073,0.02541394687947166,-0.015483245841608055,-0.02078556680986261,-0.07488269686406115,0.03351466054830967,-0.04644404477762503,0.020572687652049667,-0.05143824326448598,0.034215235603005094,-0.03010142467093873,-0.0053312329662816155,0.029688393753651114,-0.00854334906722525,0.023189400887246105,-0.014167148956235422,0.05187962352816813,0.029575314397008907,-0.002812352948699598,0.003673192444540987,0.002687837043559066,0.011336093943050081,0.0066133603666850916,0.0001128930770952694
845.4891,[M-H+HCOOH]-,-37.50091912338722,-0.08956782253637272,-0.9436473016159267,-0.7717728574031423,0.5774141648058688,-0.3827505097497996,0.2654481267654139,-0.38539090200905973,0.3186565925539979,0.17766136281918601,-0.1544998818130242,-0.19172481848377676,-0.03211049599397697,-0.04389446193399256,-0.12178428259057193,0.03862389912417792,0.007182924510947321,-0.12292948464970255,0.030602603620193895,0.040630875524364306,-0.06537392790179035,-0.06382993633741162,0.076201179393132,-0.1708811487789099,0.06240158162479885,0.04011585391519532,-0.048700976070776225,0.10063563235252171,-0.05302857165976078,-0.021055343287271124,-0.012978665505243209,0.02586710034820895,0.021965614632194288,-0.03106974544429137,0.01793038351822322,-0.04309293199596761,0.013599141664269992,0.03625922230321327,-0.011166796215738201,-0.012340347200929438,0.08961932603275795,-0.006304705895141919,0.06518550451238005,-0.017162072754930233,0.03481829666324982,0.05438844252429954,0.053411744288171276,-0.006450439373965541,0.02570723846468706,0.059359234253428095,-0.0006814589458176352,-0.06447696602672748,0.023402436371078937,-0.0443372788831289,-0.004261825604759082,-0.027597312633442502,0.028039971175981473,-0.014474911512419206,-0.014379314609649913,-0.004911951469923456,-0.003534086652586021,-0.0007101944678930616,-0.0006945454778258681,0.002492391007929592
977.5317,[M-H+HCOOH]-,-36.49993168681745,-0.5669471437573994,0.3626288297416236,0.7386122145352111,0.2186611141338836,0.04305213825601131,0.4213608617944151,0.006973618989381336,-0.2299644145953088,-0.10568690854109537,-0.007931249896437603,0.05634837605936753,-0.07869315225660414,-0.08151522742439903,-0.15011061038177717,0.029467548040429482,0.06581417471113814,0.1207447417975071,-0.15752138474798838,0.026336482201415802,-0.016608439748189405,-0.04915873190452553,0.02161556117593934,0.11493961831320043,-0.02250797698429761,-0.034505189597284096,-0.09778349441333452,0.06763611672332005,-0.047230812026463086,-0.044135547814173816,-0.023727281942852747,0.04485439231190795,0.01988732360062676,0.04464904974514621,0.011760578395456437,0.020304785028263578,0.0031748503552551295,-0.018758928236725494,0.027522753472593007,-0.00858760950128965,-0.008444410241123254,0.05459485841553705,-0.0111494178506331,-0.014197439534302997,-0.0007466334936629535,-0.013935043290914755,-0.009964676648322532,-0.001624060853002918,0.03795940049140665,0.012678718820683778,-0.0073943673252585265,-0.020697742611661255,-0.0017850236621014016,0.03265916826980931,0.0018113130433080517,-0.016644832182944314,-0.01101639177178118,0.009746823769859884,-0.022470266505797712,0.021413326209091924,-0.025521253234266465,-0.004386983429765523,0.004121401414875298,0.02439614380548581
1007.5422,[M-H+HCOOH]-,-35.49921790784491,-0.5327628257012345,-0.02169389664928825,0.0672514305127798,0.16500545841106495,0.20545948047542512,-0.324293704188235,-0.18425543321764964,-0.06928714627314889,-0.6200402856673134,-0.012409123643042655,0.3207624022884739,-0.10193123018969001,-0.2072858841998997,0.014003623986752664,-0.20395663639309358,0.15987601086992123,-0.16211799889993656,0.07514706844797557,0.08777730514256754,0.30502439159197225,-0.19903554028342235,-0.08133474558918712,-0.16642409326855717,0.003773447193573452,-0.12379371025093623,0.19563071242079422,-0.045140172549633095,-0.08078612056024846,-0.06052711278290402,-0.10535189542716314,0.03657038613446635,0.022534877184174244,-0.011134755693442936,0.040851192225789125,-0.01207279571769194,0.07256519945244247,0.042697958821740344,0.0001528988371963344,0.015769473790087054,-0.0337499844849952,0.040433243972564224,0.009380113522766513,-0.019319897311586377,0.014846889464066818,-0.022703666550872047,0.006433993574219857,-0.0038762091530504792,-0.01749580841008209,-0.003351093363627615,0.00151587487966117,0.0013339542445322448,0.015096531171355095,0.0002447236430193237,0.005292674797822102,-0.0035214874040198655,-0.011101620328312389,0.0002681632350110461,-0.006331658699407102,-0.003324963060967513,0.0009402120893129895,-0.00041501700329838424,0.00032291685211587734,-0.007533012476749895
