Observed CCS,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15
316.47,[M-H]-,0.12452488079278877,-5.846782125695722,-1.5567514161305134,4.017675920013247,-0.30073839373291794,1.1484176826914096,-0.43342585682093754,-0.43241798705502005,-0.8100519306368728,0.6901584754129124,0.519522169162181,-0.6336787127945477,0.02578413638875135,-0.397230726553215,0.43690245005793976,-0.1737540449469158
342.97,[M-H]-,2.6296561960196603,-0.013655259695881968,1.546524505943922,0.9118243397757544,0.08396451829619551,-1.4927577066515325,-1.7713328757942015,0.15545003223537404,0.32480497741066156,0.37217431184294625,-0.8421396684493995,-0.3076759801593988,0.7985845227778633,0.22594848681169755,0.8353327276319831,-0.5158318848357306
297.53,[M-H+HCOOH]-,-3.41439706292573,1.1928184527821433,-0.7154519928460285,1.4295258081797801,-3.215013284449788,0.1781940452269859,-1.0750998129362523,2.7958344320391473,-1.2611449129629266,-0.7830587060139415,1.1186938128567914,0.8013024824196423,1.1765109332034762,-0.47894567078076494,-0.36532740292425253,0.159637869249552
313.42,[M-H]-,-0.17315605621364716,-1.4360539529411935,0.5954363832109316,-2.778186658135761,0.02631023783954317,3.023737092530269,-2.4259270019076844,0.8440926538845676,0.2882827312569498,0.35955284679113036,-0.5967809825841383,-1.9938090880824935,-0.281267520984469,0.004033716956526569,-0.44293348797900295,-0.48995678819863675
274.31,[M-H+HCOOH]-,-0.9819129369059072,0.8911446907816452,-2.889832772141789,-0.3045492878155111,1.0939356294727214,-0.9156416420845164,1.2234491932449256,-0.3386712847748439,-1.1034652366118294,-0.48864304168311207,-0.9212559021680943,-0.0363992007178223,0.4903263120476342,-0.2830044181829443,0.26877560961090735,-1.063706400323137
322.97,[M-H]-,-0.8821575173129869,-6.04170472063772,-2.884320487253809,2.2827919444536224,0.5892190140494161,0.24997213696355233,0.4111709789062003,0.3740950943630873,0.884393946975997,0.2385603098986754,0.4417348523417966,-0.1398534722686807,-0.04484204919801919,-0.036066169594463834,-0.7654005497811233,1.2569256078484954
286.76,[M-H]-,-0.9393654518463447,-6.175170688112904,-2.9879745040099603,2.508836537158276,0.522305040337271,0.33475699374538764,0.2490618551427052,0.12867272974328117,0.429628704148617,0.020210408280161515,0.24058612285253944,-0.30940754381551094,-0.26725503369365133,0.01619116369588313,-0.1697598149641672,0.5243472643793541
300.84,[M-H+HCOOH]-,-3.585760368802429,1.186979463142609,2.154336334787452,1.0866674410146544,2.457341343397497,-0.4175053964755917,-0.6912604029350289,0.04523446852492435,0.24748110709319884,-1.094695878818491,0.773778691729996,0.26388300192854586,-0.38431468773069977,-0.7652347459552843,-0.614020710579442,-0.10331790332180003
321.11,[M-H+HCOOH]-,-1.5328834299639735,2.7461507732747727,0.5339142019299297,1.8580990579015202,0.20034776320329026,0.16997471340509146,0.8730009567155186,0.006111146192352635,-1.8266782133175483,0.5601931991732768,0.239786387526047,-1.0314513399505691,0.4277189095479024,-0.06563359178093725,0.2159059172386065,0.04100209399460362
333.51,[M-H+HCOOH]-,1.444006870042062,-0.5590018683011376,0.5277441954527541,-1.061652008623696,1.4438132829459642,-1.072888848882342,1.1193187339729969,-0.19514508093892596,-0.9402950520175132,-0.060790673249136194,-0.05931982547924487,-0.0781523675147898,-0.42868132085235844,-0.4442021755780532,0.0814262569858497,0.03624888704553472
365.47,[M-H+HCOOH]-,3.0614780076048826,0.7533422030523595,0.6810721074955127,0.5387838912145281,-0.6991512251776907,-0.20497803927666017,0.0482675648234227,-0.022183138865035274,-0.6612413324749646,0.37034992573954384,0.20006992019130224,-0.2168549820533524,-0.3041938067164016,0.4470093853156816,0.16537037167421548,-0.05997408784782224
367.09,[M-H+HCOOH]-,3.028719148952843,0.7563641003432665,0.6093986798224712,0.5749412833291906,-0.7549020947288002,-0.2928018919260318,-0.011893086146296134,-0.1368221581931717,-0.7404427574650825,0.5415961533149612,0.3493772243529719,-0.19838281926971998,-0.029014452510301793,0.16050943981783236,-0.08654960732138867,-0.1780660346474404
306.95,[M-H]-,0.21898088196493282,-1.7972591995779374,1.7200387269586006,-1.6768668775995124,-1.7573763348654705,1.2619886673405978,0.5739063362583988,-1.456653332191654,2.04876782817127,-0.26768987721880816,0.3081077430791583,-0.1792133121402151,-0.38462027743921934,0.27253227107908085,0.657235899642011,-0.8184438035816267
318.86,[M-H]-,1.2283653006722337,1.0033830650697555,-2.538734717106039,-1.5036870414079526,0.22305871310139738,0.4173658212107649,-1.02585804220441,0.03413030217780285,0.6163349472890577,0.20564188234937517,0.8401871713867065,-0.8892857069005144,0.5796955995207042,1.0683399760839614,-0.33862387320485726,1.0607189105467763
300.45,[M-H+HCOOH]-,0.46419820169259723,2.6728945582989643,-2.327588772253209,1.490803885791685,-1.4524637776671767,-0.6097456562108513,-0.6449696744789053,-0.22105178392440833,0.0787904724292752,-0.08787194500209657,-0.9158994287061991,0.437067874996147,-1.3349072532878068,-0.5113175763957946,0.05239793411611897,-0.8485841183831879
324.4,[M-H+HCOOH]-,0.04555577766661686,3.141737822519142,-3.1432805163733666,0.7980372211272128,-1.1621463163657757,0.6889009923591342,-2.0071239676366037,-1.058484201164722,-0.10743733904007062,0.6065075471008986,-0.4829303058876119,0.12829160792205094,-0.3472745155484616,-0.5799730265295677,0.14078655164406662,0.34104632555892395
356.51,[M-H+HCOOH]-,2.246130128450108,-0.30131533696300183,1.3591794391242695,-0.1208690713192284,0.8627700892265606,-1.7010456031189958,-1.0413777559862418,0.35815735486169353,1.9885693548755508,1.5442689111347154,-0.4747846056721093,0.23012697250326256,1.7434036369297485,-0.7128939302836799,-0.25589596956510324,-0.05551473284494841
388.73,[M-H]-,3.0830210137292298,0.8666694573556352,0.6904285322077266,0.715454688098398,-0.930438155238457,-0.10822716094901176,-0.24094479418882409,-0.244890465456221,-0.7104358078174468,0.41303207159864586,0.1402594883422044,-0.0029282855854507713,-0.24038856107042303,0.045921874953198785,-0.1403017836982082,-0.14689246286121263
301.95,[M-H+HCOOH]-,-4.286255938769198,0.1192182217948935,1.7468502395266046,-0.23988723286500366,0.323646979769289,0.9905113587417443,-0.39733899865425804,1.8423615118344867,-0.8078347588972614,0.8085110322014268,-1.4523612226723617,-0.7917400274848929,-0.9587402330089376,-0.04275213404667027,-1.570721872980942,-0.5722464393823409
351.29,[M-H+HCOOH]-,2.7403414600924405,0.49918539507431664,0.3680821844451048,-0.6340800899908868,0.37182425426478954,1.272682706270935,0.7827723186573947,0.2601509879500228,1.4345941983076802,0.620582359787209,0.6874374299045525,0.13206637344145333,-0.30513403259416044,-0.38777485442635673,-0.09909827792265358,-0.2082392093275455
370.73,[M-H+HCOOH]-,1.4105463895468857,-0.3714743063972296,0.41904886001667874,-1.4225714848903328,0.8476534986270334,-0.8797559261763788,1.8054877197795915,-0.2543369651177931,-0.8370261505490709,0.26706512660630816,0.45083299909038155,0.3497279827028877,-0.10788179975924621,-0.6327183428778052,0.05799837129005272,0.40584687836881284
302.62,[M-H+HCOOH]-,0.1418424165839122,2.3449314410353783,-2.505304871536448,0.49346237701570056,-0.5562840770769508,-0.5692578611150843,0.36491902621572514,0.28018686374441104,1.213042571471548,0.8819376383178972,-0.28716749908724404,0.8217850120004179,-0.7968523002961148,-0.9527641777585987,-0.9688831490267084,-0.2353340524509136
228.62,[M-H+HCOOH]-,-3.8182351757991,-0.04942761776047644,-2.1193109140859203,-1.675774315499903,-2.2739428875358905,0.17787446966454512,-1.2047318109609457,-3.0054375714842294,0.5653066834391035,-0.15330996056146579,-0.6434374561730628,0.6846091936842642,-0.10295106655174795,-1.2360684838527398,0.17903484218067356,-0.11243660594106783
372.78,[M-H]-,3.4321632885908375,0.3416169766381774,0.4959262588573131,1.1591077948205462,-0.485251027231117,1.8989353743592057,0.5770691528146304,-0.22297035358623407,0.19452336389235375,-1.6851043216807309,-1.3982502369509744,0.30338208446387627,0.5354694232120206,0.21293221775618526,-0.1417168673267552,0.17545439211539485
353.93,[M-H+HCOOH]-,2.690716949218263,0.06677994733569323,1.2975964119027175,0.87427093987795,0.1222636566920261,-0.7737580428048297,-1.428773785299962,0.24050916883403445,-0.022956642078857333,-0.36869177803933595,-0.19266855387897638,0.048807613184453064,-0.8929585402983236,0.7884356678302394,1.3403043522052773,0.4966662165198962
286.08,[M-H+HCOOH]-,0.06296989672519819,0.36184560249189784,-2.7697406799507265,-2.0675308496115323,1.2203782741309568,0.5318535843570485,-0.3058897859044203,-0.6117965229087112,-0.49310382817661963,-0.7510129342925916,0.7019879328216042,-1.1166207958868697,0.6191417074936854,0.390946731556802,0.3035107133275154,0.6889161819961311
308.03,[M-H+HCOOH]-,-3.0636756106145446,1.7306511470183317,1.6480462278514774,1.2775394710882837,2.40511240238832,1.2443687345835754,-1.2143463022315524,0.06441996096778292,2.0514163188080197,-1.5133838697509854,1.008469400491513,-0.16884117810364563,-0.992779271520032,-1.029825909556854,0.3366209191889772,-1.1836381284350732
303.37,[M-H]-,-4.41994825252392,0.11775758214792563,1.71028236521904,-0.18850467801498416,-1.160855686715403,0.1112586292868116,1.3450098664151138,-1.0641446627394207,0.11832484155711068,0.45319186627172514,-0.07949896507375033,-0.41849162321662947,0.4897112074938371,0.2417250102806711,0.36174550948371564,0.08173737542535903
302.17,[M-H+HCOOH]-,-0.6850482354250071,-2.414689925943374,1.7381308104365951,-1.848238494267168,-1.5593789885010263,-0.7452252018937636,1.0375754627174505,-1.6160505384159123,0.11551585294216354,-0.09116856075562305,0.1597664793626819,0.20510405710449053,-0.08772434619806518,0.0861772632084864,0.06321742002936039,-0.2567681031721368
353.71,[M-H+HCOOH]-,2.9228110198292927,0.636566604012357,0.6958729700217854,0.48614720765583186,-0.5911075487492821,-0.22128372998817947,0.26000650623859134,-0.11484522341055817,-0.8746685855261788,0.26747319973832473,0.5391304980999208,-0.4390469141485514,-0.08058206634627828,0.3968653721683718,-0.40119319957430366,-0.03516167243876562
291.14,[M-H+HCOOH]-,-0.8265957713514016,-2.51288631749921,-0.7770260148702336,-2.0335749730452095,-0.8720953016492156,-1.2866005643779757,-0.663626322665512,1.8196956477555923,-0.1132215815900653,-0.6170173885195939,-0.853348747988972,-1.0824664593444318,-1.1559174269119907,0.3687231391036645,-1.7014235617324298,-0.9551673466510533
306.69,[M-H+HCOOH]-,0.9201452038924388,-0.3242883344955632,-1.7629299517923578,-1.2253901608493165,0.5161301723998915,-1.809944357975311,1.2475055211274142,0.2945223525480268,-0.17289784872116296,-0.8219498796479812,0.24976013229289326,-0.21838024270649226,-0.49218492635762223,0.4708823134421984,-0.3954802788427812,-0.09517578717251701
323.62,[M-H+HCOOH]-,1.9974789430085578,-0.03212322311734962,0.7318864569478493,-0.02749794017853858,-0.09516261083580078,-0.6867981599900551,0.5904615348746062,-0.41946538865866406,-1.758454058229783,-0.28533398876776334,0.3538662068418153,-0.4577509887342269,-0.2874787010231586,-0.08104576994026201,0.1835527959977867,-0.41043290378343456
381.08,[M-H+HCOOH]-,2.941124498062943,0.9672359013129597,0.8432273383428431,0.9851083493473111,-1.0810355965504086,-0.007730306594595515,-0.17522082810329512,0.11210005850035965,-1.0088175247017557,-0.014016927603740847,0.9941974803791284,0.16902126663235686,0.5225146204089486,-0.03359075332679834,-1.3912308087971974,0.18987438863531048
313.09,[M-H+HCOOH]-,-2.2108741930715516,2.200778330882717,0.2907950410405973,0.41875902696207784,1.502936180687128,0.03194050391359271,1.8414186557062866,0.3829882932521022,-0.7976479161111713,0.8940907169835749,-0.05346525649463654,-0.4693494660994402,0.38758301847372356,-0.45349152673734916,0.04896116088245514,0.4869053488761903
368.1,[M-H+HCOOH]-,-1.408727487587064,3.010383246610531,0.18593779920252915,1.1947052446615216,1.120513820111164,2.0844873940049213,0.9529886493282991,1.0331343170789833,1.5298819653747129,0.8798635798104638,0.3449400230298009,-0.40616291983792197,-0.2966196498213678,0.8283889886712043,0.3754759607980491,-0.35430549643452963
365.54,[M-H+HCOOH]-,2.8317350447131373,0.5036399686108436,0.38649350132428445,-0.5964502585716034,0.35258891669227277,1.1915409159993595,0.9598814888160128,0.2049810190842862,1.3720701144779137,0.8080356427637775,0.808013971650999,0.508589721525529,-0.45506120681055684,-0.572755101816094,-0.2825550657726835,-0.10951123754563315
319.3,[M-H+HCOOH]-,-1.0559395314427324,-2.006750001068811,0.5400738231116297,-3.0604903167159785,0.2781446891336871,1.2808508559816103,-2.047506887672298,0.5999687496899526,-1.5217090900095813,0.46431960101305436,-0.7466456571438269,-1.627242427476808,0.03883113851516594,-0.15332283411812725,-0.9540574253104633,0.02384615717591757
348.86,[M-H+HCOOH]-,2.6010324086681256,-0.06978980570022518,1.6565263935765362,0.8261286242907456,0.04267587005284766,-1.7959891425829047,-1.843921715510262,0.03640964179737598,0.7705275786445597,0.628085575286911,-0.9811146375365138,-0.24382137383984032,1.4719218596577406,0.05713442798699077,0.6509931293224088,-0.4705902283008986
323.97,[M-H+HCOOH]-,1.0370123460092455,-0.9550714948100476,1.2018701738144313,-0.9188695729414558,1.9003816563605753,-1.6589073123025064,-0.05439670907375642,0.06776314001061462,-0.5001245306378437,-0.5509869149515221,-0.3738646259814998,0.09137356222548286,-1.218014766696221,-0.4833560156574412,0.542585589733042,1.1129512538585056
353.97,[M-H]-,3.3527872373707055,0.27583112816524696,0.4851433575248227,1.0582963692111829,-0.38706389487092036,1.857434022270908,0.5832088618255313,-0.23471616619028332,0.1337526937721043,-1.8715871151604577,-1.6199022230789413,0.3124222321209426,0.45780891663914447,0.2765880437909173,0.07345011935455653,0.13299535546125751
344.71,[M-H+HCOOH]-,2.62719967616673,0.45603082331665246,0.3729422517107552,-0.5090252300048093,0.2191301263562184,-0.15153585190104948,0.8569512333583438,0.28781876159523323,0.4960297736357786,1.1000504681076233,0.48474796592773994,0.2661335119468167,-0.11037253601726921,-0.25936314692025714,-0.5263517405319843,0.31264237095399144
300.05,[M-H+HCOOH]-,-0.38035940817280456,2.7171862100756066,-3.282392717796759,-0.3079108807276477,-0.15917261164247984,0.7031862817539508,-1.0155664708952696,-0.5659649947154081,0.8397074939651639,1.1708107415997957,-0.14026599359553682,0.45475763695253185,0.07896048717969482,-0.7861213721801719,-0.5472960053515826,0.744717778838598
276.72,[M-H+HCOOH]-,-4.229871834449293,0.33335656008762465,-0.9516993500505339,-0.4463541552602759,-1.3676746250794336,-0.22943621936906156,0.268117072198514,3.0034406701302845,-0.3902692762602991,-0.36894350412872995,0.12049740879371577,0.6104685494134466,0.6019877865329945,-0.030055630276664348,1.0035024885742898,0.07604181696173139
328.61,[M-H+HCOOH]-,0.8735871982797292,-0.7887472171251424,1.1239567123542253,-0.8618836495349552,1.950027447033566,-1.7865173023671974,-0.29238438322378457,-0.4565960925579886,-0.20495253388969945,-0.4584627504059954,-0.31143719550558624,0.0746788550519094,-0.5272244924765735,-0.5699630551954092,0.5588706733096773,0.6998071242344157
296.6,[M-H+HCOOH]-,-2.6306438863881234,2.168314265447408,-1.730222587699987,0.3515779167120621,0.872357058709125,-0.8575324691257773,1.5864308480945815,0.7952476168666409,-0.3167441443844232,-0.34092337738427103,0.10619754489206451,-0.8089371218408119,0.3872102078084237,0.396491830808575,0.2694907592194605,0.06041344843125943
330.87,[M-H+HCOOH]-,0.6908014438011079,0.18184798193483653,-0.44583011381049353,-2.2523055045200855,1.6663701631827934,0.7575070623842755,-0.1363750438793722,-0.9252045455176131,-1.5813853571406784,0.2593871098846667,0.3564632231380387,-0.7631562108388673,0.7025636390695351,-0.05116365977959312,0.3518858575791855,0.8838377166544542
285.84,[M-H+HCOOH]-,-0.6790827441687306,-2.159246039855346,-0.9844067141429055,-2.0233222328216547,-1.7239015113886684,-1.181848108218596,-0.07080825476865324,2.5027154058116734,-0.24642298059703832,-0.8499700063924394,0.2640599961945441,1.2010254285477662,-0.27740734763305175,0.04433485235695865,0.3385314505120485,-0.07954741864204508
