Observed Retention time,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15
33.79,[M-H]-,3.547480446358522,-0.40410639726363023,0.49902367624106836,-2.78634724773384,0.5817274235377079,0.33047949378861174,0.14952296622057,0.22619341382352115,-0.016509759559213057,0.528447701446589,-0.2543164913575444,-0.19899715113197974,0.005870314203355074,0.10117020498229778,0.15365753186456896,-0.10267855013586875
25.28,[M-H]-,-1.4403154932006967,-0.6095013931096764,3.254566661858547,0.06094084039233074,-0.2390437993545612,-0.3662589555125976,0.023914058915301243,0.36389944086365983,-0.020540484977448235,0.07436355392533064,0.2666864481341554,0.010781647477940607,0.29321098000461737,0.03631658205194907,-0.28766847650875077,0.1519452597549137
45.04,[M-H+HCOOH]-,-0.987844193008487,0.46512664432040834,-0.5184020429762751,-0.34145936511302305,-1.257407293674624,-0.21521846942854947,-0.8467509541036523,-0.7198550839173474,-0.007701307663258311,0.9646492994939717,0.6340486101234466,0.4058938879233326,0.16853467343563916,0.6264209447135843,0.14988741699007635,0.1942555562162023
53.47,[M-H]-,2.0528734859746773,-0.19351919416890626,0.2176404837903598,0.5322965155163876,-0.35757543202093134,-0.780671363290945,0.17604153191362593,-0.7617230692760182,-1.8818908541847217,-0.714580060831142,-0.7228166798560877,-0.1030029106591387,-0.026423260494241145,0.26945167330130565,0.22356665305582452,0.11150104563829874
23.78,[M-H+HCOOH]-,-1.0849789319686483,0.5654163601585004,1.8437071719066858,-0.351521254052265,-1.1223471193656473,0.23069112260856547,-0.7894543976204609,0.11804201862830939,0.8492902414308695,-0.6564332433147001,-0.735461642021174,0.09177860137754924,-0.275386217265316,-0.17959008599608323,0.9816503456744906,-0.1823385403252805
33.11,[M-H]-,3.6500378945296066,-0.4110615636508413,0.5045219245984519,-2.806261523954354,0.6172974505135701,0.21032560594563265,0.25837627476921154,0.15636278623509986,0.18058020590404286,0.48990311250182705,-0.24153894957575706,0.21484526252430203,0.19494317009477696,0.01719116243122098,0.14842183978534856,-0.2727845497913481
39.24,[M-H]-,3.447057074545447,-0.17014029276650963,0.27046249532539346,-3.143019771492056,-0.7508706811939496,0.377556869507691,-0.6087232013442284,0.10380664804195862,0.39766228010604887,0.34520972924051024,-0.577494802346225,-0.19380652957916644,0.15737437502785603,0.037369160863026114,0.04903890478962477,-0.013841607185169887
17.59,[M-H+HCOOH]-,-1.3595229344025435,-2.5402853098066074,-1.0931542579487687,0.09066660420154964,0.15525087354260816,-0.4006852373313969,-0.005118628899730227,0.838109137888023,-0.027214044760956915,0.3141988305282643,-0.34878912183414235,0.19506059824500896,0.0029103566097205616,0.004215882307866995,-0.03496262603294513,-0.08587332000557485
8.68,[M-H+HCOOH]-,-0.6024588568013339,0.7402785270422942,-0.35566767972014773,0.05181549935400089,0.5733202197904702,0.00246466851550106,0.10118550340681733,0.19169769161405617,0.10679743711054766,-0.01475736563829083,-0.021619695408691752,-0.11120938994260086,-0.05981728751600806,-0.0031912736102090197,0.018643193249619112,-0.12441297744158371
19.13,[M-H+HCOOH]-,-0.7558082059113569,0.5680743585709316,0.7257973559716955,0.2676664508886465,0.40323174338712997,0.4339947857743759,-0.08577127101359826,0.39555603637298986,0.2765117783678773,-0.05081164768806721,-0.09148162563677015,0.3457616263229897,-0.5290602008159477,-0.372590907586327,0.754177797374546,0.1438975187034355
