Observed Retention time,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15
33.79,[M-H]-,4.523251774284344,-3.3656425005060284,-0.5049955537018816,-0.5556393519835844,0.4631044098577895,0.6161572983862489,1.0356389310948917,0.0621786719766139,0.03863895174418913,-0.3212052557956875,-0.37540748809027524,0.06067830167682171,0.25672871186157326,0.12266738100014747,0.3247086556746591,-0.41100471770975383
25.28,[M-H]-,-1.0775975621549538,0.13280615385169187,0.21441947903637495,-0.2745824263900681,1.2414967693416963,0.7967935571753835,-0.04381722733898219,1.1029017509125212,-0.15670366972570954,-0.613457891037683,0.42387138585490985,0.1269985223023578,0.23822912136580393,-0.00691339801369897,-0.08626868272374055,-0.4081817919921833
45.04,[M-H+HCOOH]-,-0.9089366698083177,0.24534406991631516,-0.7420950917532788,-0.028191700059100183,0.1969883665926489,-0.17687274090767083,0.6883237573231765,-0.3225305582307496,-0.5568134985776607,-0.1850692658145166,-0.032079949185722004,0.0730620365201597,-0.1886756362934147,-0.6774495637472248,0.12880519596611664,-0.19475072491171516
53.47,[M-H]-,2.7787435123840205,1.4795044900558063,0.5995763856431344,-0.8327934076414144,-0.5234389183412065,-0.6401457911809445,0.7377520272051565,0.5309153003878148,-0.44319770588919505,-0.3145827304125041,0.506709715272578,-0.12386963923444233,-0.3418986246094535,-0.8256641139406119,-0.08816145285990667,-0.006304569599830592
23.78,[M-H+HCOOH]-,-1.046538102214224,-0.4443607910884648,-0.510878971758832,-0.419844172686039,-0.3256809126818825,0.1804880761710985,-0.7326647798514709,0.19215087182907453,-0.05179664533543176,-0.1887219321803661,0.011157606679679716,0.17635198456711298,0.15493233757187955,0.43478998761100385,-0.8550860725533052,0.30892242731458186
33.11,[M-H]-,4.460301944424773,-3.874088473688766,-0.28716791296419175,-0.895500697850033,0.010094331867648205,0.8112488172585967,0.17701301896932922,-0.3941507081078026,0.13827036707014864,0.8541325916035666,0.47251771767088707,-0.17119681398878459,-0.169528873089394,0.17731671612139632,0.03287574656193381,-0.091394074092174
39.24,[M-H]-,4.425384664798641,-3.9139905576643184,-0.2634361043475024,-0.6654048152468333,-0.37215839778786636,0.6482485088842094,0.2242263893503262,-0.08770325744261716,-0.005587936434100182,-0.16157621727946597,-0.19063021542437314,-0.0027276392845028826,0.12555808879151129,0.017997315647485898,-0.024408680064396934,-0.17683807985170666
17.59,[M-H+HCOOH]-,-1.3419532067568678,-0.32340061609708476,1.912148438178093,0.5604066615645391,-0.6460508927574599,0.3948717969970798,0.3295273326974151,-0.30049402304099765,-0.6619009078215133,0.3287257632169096,-0.39857961938774467,-0.4730153351234498,-0.08015087149136216,0.32446530062824586,0.10234391298655712,0.0180372494737412
8.68,[M-H+HCOOH]-,-0.997292756109003,0.24494568595055516,-0.8274235303582554,-0.07927158770434337,0.27864822790763333,-0.19595858069148303,0.3300346082454948,0.22319693355265013,0.10939000376187805,-0.0901062134161511,-0.24822905591012456,0.0046151140189190695,0.09781549182812822,0.22536831003411498,0.20406262401869277,-0.12046192830524398
19.13,[M-H+HCOOH]-,-1.1566095061942963,-0.3203695648142608,-0.0908967952799243,-0.2790325887151188,-0.1726371164777772,0.25058843119591473,-0.7167455594831148,0.5391817524162648,-0.2927080852232491,-0.277489417427704,0.2922772671977913,-0.16436907810303092,0.019690670042810512,0.07888814356890049,-0.38406849269987475,0.09269629357102807
19.09,[M-H+HCOOH]-,-0.997292756109003,0.24494568595055516,-0.8274235303582554,-0.07927158770434337,0.27864822790763333,-0.19595858069148303,0.3300346082454947,0.22319693355265005,0.10939000376187809,-0.09010621341615126,-0.2482290559101243,0.004615114018919074,0.0978154918281285,0.22536831003411512,0.20406262401869293,-0.12046192830524409
20.46,[M-H+HCOOH]-,-0.997292756109003,0.24494568595055516,-0.8274235303582554,-0.07927158770434337,0.27864822790763333,-0.19595858069148303,0.3300346082454947,0.22319693355265002,0.10939000376187807,-0.0901062134161513,-0.24822905591012417,0.004615114018918639,0.09781549182812817,0.2253683100341147,0.20406262401869293,-0.12046192830524399
50.04,[M-H]-,2.5903725061089253,1.7728978248269094,1.102567081283969,-0.5062108452735847,-0.6380462666932925,-0.5330748233061947,0.7940225274062649,-0.06612319002306304,0.8063160200793983,0.02643679018706794,-0.1813911912162086,0.5228222254141536,0.036714788336019696,-0.3996848507200402,-0.2638301652288067,0.2706198966766126
14.4,[M-H]-,-0.997292756109003,0.24494568595055516,-0.8274235303582554,-0.07927158770434337,0.27864822790763333,-0.19595858069148303,0.3300346082454947,0.22319693355265005,0.10939000376187809,-0.09010621341615126,-0.24822905591012426,0.004615114018919097,0.09781549182812843,0.22536831003411498,0.20406262401869274,-0.12046192830524408
50.83,[M-H+HCOOH]-,-0.9689057959088228,0.40176832552781233,-0.6637162665978656,0.10718274328825055,0.3176071754667888,-0.19651141456530077,0.7469567797485814,-0.479590891250693,-0.25689804189501786,-0.30895144602037067,-0.06724999394315909,-0.04191105704091741,0.16617034877407966,0.047744336565479856,-0.29913645950556494,-0.0493715299065361
19.44,[M-H+HCOOH]-,-0.9689057959088228,0.40176832552781233,-0.6637162665978656,0.10718274328825055,0.3176071754667888,-0.19651141456530077,0.7469567797485814,-0.479590891250693,-0.25689804189501786,-0.30895144602037067,-0.06724999394315911,-0.04191105704091746,0.16617034877407963,0.0477443365654797,-0.299136459505565,-0.04937152990653614
14.9,[M-H+HCOOH]-,-1.1687868842965696,0.15297606853567383,0.958336739677965,-0.3184976444403062,1.4482780498925238,1.2605689678950622,0.10552424373805076,0.4755579258508106,0.7383113173684592,0.5847214429012574,0.7079799475286692,0.3240100434795829,-0.10504630051373559,-0.12863268267099223,0.17603713881059016,-0.12137374567550281
17.81,[M-H]-,-0.9633018143793296,0.3821373741155357,-0.6823643341173012,0.09731119021250988,0.33470401314979953,-0.17881719560208015,0.6250612692056515,-0.3271687558474657,-0.2864073127971628,-0.11501908226096073,-0.17166661416882303,0.06979873448416513,0.1156019842291689,-0.08743631653506997,-0.21139016012733008,0.00587992682305905
45.71,[M-H+HCOOH]-,-1.0822197780012686,-0.379740474537278,0.32204103250079075,0.011522055776072323,-0.7465435814859744,-0.0454846831610445,-0.03640292307273572,-0.27569470000657187,-1.5747817589123134,-0.024689871948468212,0.4386055493521168,0.17978219965675088,-0.13448625241751716,-0.24518750860852312,0.4492822118859561,-0.0399312715867431
39.89,[M-H+HCOOH]-,2.7548809842519564,1.831562271514865,0.3077857218274256,-0.9170123718609218,-0.10967176621987518,-0.6910007662549883,0.551697204521794,-0.09816530426309969,0.20660888883579656,0.9001674901922069,0.8288138492977678,-0.023138886951264086,-0.23711282041244466,0.041489028984563574,-0.39756160756925496,0.2298597455332667
17.73,[M-H+HCOOH]-,-1.1444910465013662,-0.18508539136156163,-0.5663219590190881,-0.13377621731981623,-0.5439102526386557,-0.2165144927991461,-0.5162668968845815,0.10161319377460193,0.06526269714319831,0.05708925388427337,-0.061776112249421714,-0.07073635182546631,-0.0024388632323950796,0.10831389574577564,-0.0967755837743354,0.013291779423075715
50.49,[M-H+HCOOH]-,-0.9283845347531975,0.42203945809109017,-0.7060961427339911,-0.1327846923906898,0.7169567428053142,-0.015816887227692318,0.5778478988246541,-0.6336162065126517,-0.14254900929291375,0.9006897266220714,0.49148131892643704,-0.09867044022011673,-0.17948497765173618,0.07188308393884078,-0.15410573350099938,0.09132393258259135
49.67,[M-H+HCOOH]-,-1.3091980344784062,-0.05280969463248499,0.4834374854037189,0.332973283455558,-1.0088031341662358,0.16734017634679238,0.18924301468053872,-2.3812392669218165,1.6189507961774507,-1.9982860647158989,1.72890095029524,-0.62156641432251,-0.06420055476269128,0.45604098876900057,0.28494578972575807,-0.11951548931419247
23.89,[M-H]-,3.463310100618932,1.2615294486674324,-0.74693017868031,2.3613735717046977,-0.27145487038358473,0.7325827243140401,-0.19050446360325168,0.11065980082453973,-0.08769231056583861,-0.014967042946692773,0.10913275164219366,0.14909962472549612,-0.3667877013342832,0.04441699204423123,-0.15778782685550224,0.04571918067118424
17.59,[M-H+HCOOH]-,0.2676028933064424,-1.348847031248444,0.48903365410093985,1.1325927737838892,2.108476669306701,-1.9685186168098139,-0.23951701527144245,0.8007983684701179,0.14870554295493982,-0.5463834749421279,0.20537363868883163,-0.5299157277108305,-0.02721529963398113,-0.18450585836892078,0.8855764563789038,1.4131581534462432
48.68,[M-H+HCOOH]-,2.2288234647666436,0.820167220737136,0.2265122085884672,-0.8387068716106467,-1.2152049578126871,-0.6513789209354552,-0.8440060689057427,0.34269484045583404,0.4006938108354641,0.29588268371360077,0.165075348599319,-0.6312273912018167,1.5476560513641109,-0.36192836539469075,-0.10298977712315688,-0.03378940005689288
16.92,[M-H+HCOOH]-,2.4829066211111575,1.535784226051083,2.68357679891978,-0.15944483521447872,-0.6672177589193709,-0.277450388885774,1.271573654067561,0.20411848358337595,-0.23910643217197802,-0.012924304272789493,-0.14328341245145232,-0.43384210753529456,0.013044005353363863,0.5463063130628576,0.07197994733309451,-0.032432102033498306
18.02,[M-H]-,-1.2740822450182663,-0.20384775407396258,0.20472759182076586,0.04692942666432093,-0.6900320234565581,0.10441175852403567,-0.3211549443811081,-0.1727921426505471,0.8088281318910491,0.19906736276216638,-0.40883321966813846,0.30675558583566953,-0.023698216364836367,-0.17354058348491727,0.0942402851924437,0.1394959363259539
49.69,[M-H+HCOOH]-,-1.2740822450182663,-0.20384775407396258,0.20472759182076586,0.04692942666432093,-0.6900320234565581,0.10441175852403567,-0.3211549443811081,-0.1727921426505471,0.8088281318910491,0.19906736276216638,-0.40883321966813846,0.30675558583566953,-0.023698216364836367,-0.17354058348491727,0.0942402851924437,0.1394959363259539
22.05,[M-H+HCOOH]-,-0.9814209128155525,0.2658674661548488,-0.8459977801075953,-0.1962763495223485,0.4753938814131941,-0.11592430681656243,0.31155767631835685,0.0714797651148067,0.1858200266964121,0.43200586168057653,0.08661248599830579,-0.08357147685329337,-0.05270695137795946,0.32415336682215423,0.25326319107360123,-0.08562294563661327
57.32,[M-H+HCOOH]-,-1.0857112387431722,-0.4972410888450642,-0.2982631038200686,-0.2796531357035086,-0.5754246751044726,-0.002659209350713733,-0.3774254445822163,0.4242463477603303,-0.44068559407754426,-0.1419521578374053,0.27926768682064856,-0.33993627881292654,-0.40231162931030967,-0.5995198467054895,0.2699089975613438,-0.13742852995048954
47.89,[M-H+HCOOH]-,-1.1444910465013662,-0.18508539136156163,-0.5663219590190881,-0.13377621731981623,-0.5439102526386557,-0.2165144927991461,-0.5162668968845815,0.10161319377460193,0.06526269714319831,0.05708925388427337,-0.061776112249421714,-0.07073635182546631,-0.00243886323239508,0.10831389574577564,-0.0967755837743354,0.013291779423075715
45.53,[M-H+HCOOH]-,-0.997292756109003,0.24494568595055516,-0.8274235303582554,-0.07927158770434337,0.27864822790763333,-0.19595858069148303,0.3300346082454947,0.22319693355265005,0.10939000376187809,-0.09010621341615126,-0.2482290559101243,0.004615114018919088,0.09781549182812842,0.22536831003411495,0.20406262401869285,-0.12046192830524406
20.67,[M-H+HCOOH]-,-0.9633018143793296,0.3821373741155357,-0.6823643341173012,0.09731119021250988,0.33470401314979953,-0.17881719560208015,0.6250612692056515,-0.3271687558474657,-0.2864073127971628,-0.11501908226096073,-0.17166661416882303,0.06979873448416513,0.1156019842291689,-0.08743631653506997,-0.21139016012733006,0.00587992682305904
8.45,[M-H+HCOOH]-,-1.1095737668752355,-0.14518330738600707,-0.5900537676357775,-0.36387209992301606,-0.16165752298314082,-0.05351418442475819,-0.5634802672655793,-0.20483425689058377,0.20912100064744765,1.0727980627673055,0.6013718208458384,-0.2392055265297482,-0.29752582511330034,0.2676332962196864,-0.039491157148004656,0.09873578518260809
26.71,[M-H+HCOOH]-,2.655473281908382,1.6347774255171355,0.6617032742830662,-0.7489068536118474,-0.7751549727412237,-0.9311093186185133,0.34987977449195823,0.6090724774354148,-0.27975094638514,0.051546704887730735,0.17187889525137373,0.5346815252922031,0.2902265335591721,0.8621112197459893,0.5554327484210718,-0.010770712119125569
46.14,[M-H+HCOOH]-,2.6917502197334793,1.8609235598340943,0.39041258309795923,-1.188016220770676,1.443137947704391,0.29464655668821915,-1.2609102484236028,-1.1187625276441602,-0.26701638108107284,0.22083067833240094,-0.1749964693346938,-0.042950374875767715,-0.7248231105067141,0.16750766082088625,-0.0949101753896822,0.045174604195015455
53.06,[M-H+HCOOH]-,-1.0857112387431722,-0.4972410888450642,-0.2982631038200686,-0.2796531357035086,-0.5754246751044726,-0.002659209350713733,-0.3774254445822163,0.4242463477603303,-0.44068559407754426,-0.1419521578374053,0.27926768682064856,-0.33993627881292654,-0.40231162931030967,-0.5995198467054895,0.2699089975613438,-0.13742852995048954
38.77,[M-H+HCOOH]-,-1.2037041639227013,0.11307398456011925,0.9820685482946545,-0.08840176183710621,1.0660253202370098,1.0975686595206748,0.15273761411904818,0.7820053765159967,0.5944530138642102,-0.4309873659817746,0.044832014433408965,0.49247921818386464,0.1900406613671696,-0.287952083144903,0.1187527121842594,-0.20681775143503522
16.42,[M-H+HCOOH]-,-1.207038252390838,-0.34878370878717646,0.25463419594428927,-0.19669609588365067,0.0060832196952761725,0.4005853054551992,-0.6627072302185737,0.7971770490003517,-0.32544301107488366,-0.32933066880928846,0.35991404338642435,-0.40740146054185106,0.03807931083247855,0.10471847209396118,-0.48014458276032884,0.1481715910437
32.73,[M-H]-,3.463310100618932,1.2615294486674324,-0.74693017868031,2.3613735717046977,-0.27145487038358473,0.7325827243140401,-0.19050446360325168,0.11065980082453973,-0.08769231056583861,-0.014967042946692773,0.10913275164219366,0.14909962472549612,-0.3667877013342832,0.04441699204423123,-0.15778782685550224,0.04571918067118424
24.91,[M-H+HCOOH]-,-0.9623754764828715,0.28484776992610983,-0.8511553389749452,-0.3093674703075432,0.6609009575631477,-0.032958272317095194,0.2828212378644972,-0.08325051711253603,0.25324830726612724,0.9256025954668808,0.41491887718513554,-0.16385406068536287,-0.19727147005277693,0.3846877105080256,0.26134705064502356,-0.03501792254571172
19.87,[M-H+HCOOH]-,-0.9283845347531975,0.42203945809109017,-0.7060961427339911,-0.1327846923906898,0.7169567428053142,-0.015816887227692318,0.5778478988246541,-0.6336162065126517,-0.14254900929291375,0.9006897266220714,0.49148131892643704,-0.09867044022011673,-0.17948497765173618,0.07188308393884078,-0.15410573350099938,0.09132393258259135
46.17,[M-H+HCOOH]-,-1.090125901930355,-0.3218786955607823,-0.6260527166550662,-0.25927910759142647,-0.6816258991958057,-0.21457003810473696,-0.45300440876705655,0.10625139139131808,-0.20514348863729975,-0.012960929669282592,0.07781055273367934,-0.06747304978947172,-0.3067164837549788,-0.4816993514663792,0.24341977231911122,-0.1873388723116984
1.61,[M-H+HCOOH]-,-1.3454446674987706,-0.440901230404871,1.2918443018572339,0.26923147008495835,-0.4749319863759576,0.43769727080741083,-0.011495188812065682,0.3994470247259051,0.4721952570132562,0.2114634773279724,-0.5579174819192128,-0.9927338135931274,-0.3479762483841548,-0.029867037468720496,-0.07702930133805487,-0.07946000889000512
10.21,[M-H+HCOOH]-,-1.1444910465013662,-0.18508539136156163,-0.5663219590190881,-0.13377621731981623,-0.5439102526386557,-0.2165144927991461,-0.5162668968845815,0.10161319377460193,0.06526269714319831,0.05708925388427337,-0.061776112249421714,-0.07073635182546631,-0.00243886323239508,0.10831389574577564,-0.0967755837743354,0.013291779423075715
16.3,[M-H+HCOOH]-,-1.1444910465013662,-0.18508539136156163,-0.5663219590190881,-0.13377621731981623,-0.5439102526386557,-0.2165144927991461,-0.5162668968845815,0.10161319377460193,0.06526269714319831,0.05708925388427337,-0.061776112249421714,-0.07073635182546631,-0.00243886323239508,0.10831389574577564,-0.0967755837743354,0.013291779423075715
57.06,[M-H+HCOOH]-,-1.090125901930355,-0.3218786955607823,-0.6260527166550662,-0.25927910759142647,-0.6816258991958057,-0.21457003810473696,-0.45300440876705655,0.10625139139131808,-0.20514348863729975,-0.012960929669282592,0.07781055273367934,-0.06747304978947172,-0.3067164837549788,-0.4816993514663792,0.24341977231911122,-0.1873388723116984
48.61,[M-H+HCOOH]-,-1.092893012896229,0.363375011403135,0.08868521672255246,0.27801683419664686,0.18858224233189644,0.1421090557211017,0.8201732217091251,-0.601574092272615,0.45715812195068767,0.02695902661693236,-0.5187237215875397,0.4472906721453008,0.09434263109672755,-0.36929079576576285,-0.020374291160550968,0.13208408372593727
19.05,[M-H]-,3.463310100618932,1.2615294486674324,-0.74693017868031,2.3613735717046977,-0.27145487038358473,0.7325827243140401,-0.19050446360325168,0.11065980082453973,-0.08769231056583861,-0.014967042946692773,0.10913275164219366,0.14909962472549612,-0.3667877013342832,0.04441699204423123,-0.15778782685550224,0.04571918067118424
55.1,[M-H+HCOOH]-,2.7743288491968374,1.654866883340089,0.2717867728081372,-0.8124193795293325,-0.6296401424325401,-0.8520566199349671,0.6621730630203163,0.21292034401880194,-0.20765560044895076,-0.18559150224438112,0.3052525811856088,0.1485935897890123,-0.24630347905412273,-0.7078436187015024,-0.11465067810213918,-0.05621491196103973
30.57,[M-H]-,-1.0300049793341113,-0.48443901092004765,-0.6585145226629981,-0.2949618294028182,-0.5907528247514271,-0.07470401906993923,-0.45660715306809724,0.07257726955642417,0.07063203159077146,0.016865510963488574,-0.14143863868056358,-0.0024785181787765013,0.037207658741343276,0.34639524454876897,-0.5413039383855336,0.27942825552783834
22.54,[M-H]-,-0.997292756109003,0.24494568595055516,-0.8274235303582554,-0.07927158770434337,0.27864822790763333,-0.19595858069148303,0.3300346082454947,0.22319693355265005,0.10939000376187809,-0.09010621341615126,-0.2482290559101243,0.004615114018919088,0.09781549182812842,0.22536831003411495,0.20406262401869285,-0.12046192830524406
21.29,[M-H+HCOOH]-,-0.9689057959088228,0.40176832552781233,-0.6637162665978656,0.10718274328825055,0.3176071754667888,-0.19651141456530077,0.7469567797485814,-0.479590891250693,-0.25689804189501786,-0.30895144602037067,-0.06724999394315911,-0.04191105704091746,0.16617034877407963,0.047744336565479724,-0.299136459505565,-0.04937152990653605
