Observed Retention time,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31,pca_32,pca_33,pca_34,pca_35,pca_36,pca_37,pca_38,pca_39,pca_40,pca_41,pca_42,pca_43,pca_44,pca_45,pca_46,pca_47,pca_48,pca_49,pca_50,pca_51,pca_52,pca_53,pca_54,pca_55,pca_56,pca_57,pca_58,pca_59,pca_60,pca_61,pca_62,pca_63
33.79,[M-H]-,3.643639330705037,-0.7454364044665663,1.9628097320105309,-2.1311088250875603,0.5432525817004511,0.2817942481267869,-0.12401882420756385,0.1732735627270031,-0.25061114285981734,0.13305963403090548,-0.6289732698939773,-0.12036480580390327,-0.2894777354486386,-0.06715463740880834,0.16940617103677222,0.005324153879503014,0.11189296830931517,-0.2470309647208831,-0.10854237601943376,-0.020513870673187676,-0.09711867097574702,0.07733739139352498,0.0313346235597487,-0.30811885706493586,-0.009256444458788994,0.009526455429582446,0.03338662127266291,1.8248655309852384e-16,-3.155530890789727e-17,4.146439694648813e-16,1.2372601001486588e-16,-2.173717362680231e-18,-1.0973598704353782e-16,-3.3189793371925657e-17,-8.083485623878788e-17,5.944690298196438e-17,2.8287255002419124e-16,-3.7436684505704795e-17,-1.191299511459608e-16,-1.933361565548839e-17,1.247058102344828e-16,4.652685233124392e-16,-2.92821713080336e-16,1.1197566193827386e-16,-1.742126525452391e-16,-2.1198174728571486e-16,-1.9219324083871855e-16,-7.024758281034637e-17,-1.5589946390398285e-17,-6.037634541120128e-17,4.408569115195095e-18,-1.777069248367457e-16,-1.480117250282874e-17,6.241581560333258e-17,3.678286881414241e-17,-3.6022691893527237e-16,4.817564813776001e-16,-3.0093626369523944e-16,9.010703506955615e-17,-7.603739372344041e-17,4.623043169494668e-17,-1.3565235346715561e-28,1.2829315605453803e-28,-5.448722448007876e-30
25.28,[M-H]-,-1.2309890643476853,-0.9058855756724009,2.6323492327798976,1.9597716475142242,-0.25611262006239927,-0.031057363851538632,0.3164624796371833,0.18341914937145387,0.22035433631149778,0.3460311132749695,0.18744276918469008,0.22986438547011273,-0.4799285242738063,0.03554762399076641,-0.183440916792115,0.5581953373294917,0.2160012754064436,-0.3566432079805307,0.08583576240239478,-0.13504361821282793,0.877130211230445,0.013685236860173903,0.7010649070436066,-0.027102883678627836,0.07427508829770828,-0.03701301865710782,0.006654181604304302,1.116937519231732e-16,-9.570017678344586e-17,-3.898030365944937e-18,-2.537586429616921e-18,-1.528428672985305e-18,-1.0881063797836144e-18,1.906014884703407e-18,8.763622366520228e-19,9.352293966315613e-19,-5.400006697630763e-19,2.0771726012124525e-21,4.540219035269389e-19,-2.3543805795306044e-18,-7.02126376347692e-19,8.38612237877999e-20,-1.0960413268344497e-19,-1.2096825844867985e-19,-1.0381469621542697e-19,-8.619836440885077e-19,-7.937523511825237e-19,-1.5163872221484733e-20,-1.1657126873923656e-19,5.493836954475111e-20,2.82658081829381e-20,1.0292008280716684e-20,5.2855626000417504e-20,-2.6061087064197205e-20,-1.7669225202554877e-20,-4.685606530448956e-21,3.3425894745191215e-21,6.683454410285647e-21,-2.9798916183437137e-20,-8.089770287126827e-21,2.05340092309179e-22,5.782916100053889e-32,3.348218527200372e-32,-7.608922116192784e-33
45.04,[M-H+HCOOH]-,-1.0104771535487893,0.5147151816397221,-0.1834179218608143,-0.5569342416003914,-1.2339834299372316,-0.05678264862284882,0.02455253738544975,-1.1121982713245568,0.2841841560413967,1.0477802792792448,-0.28025118515185,0.5270237247410203,0.18701412099878142,0.23992302669463733,0.5785852716217758,0.1810221457903899,0.2571425508139058,0.2763698425070704,-0.08637332899591019,0.14534675645614648,-0.15468568875232852,0.14355151308560066,0.14199004060236112,0.12111990419590404,0.04568168676200872,-0.0217348594986283,0.10322083976183576,-4.104272738384314e-17,-2.9013055095698155e-16,3.9198657330146277e-16,-2.301935479723599e-16,8.800132602815396e-17,3.2074686665939175e-16,-1.035434563170744e-16,-3.9581552674904683e-16,2.0954416548379056e-16,-3.615014255498336e-16,3.6618715204549317e-17,1.7566881607615926e-16,5.2669202614259775e-18,5.017120924492489e-16,-5.233661457930482e-17,2.2260413857962784e-16,-1.3079550423528602e-16,1.0993010709797227e-16,-2.496437416332386e-16,-2.0552949246565968e-16,8.029493624532593e-19,-1.773315814591061e-17,3.296387214056141e-18,-6.425474029866384e-18,-9.262205514367568e-18,-1.2460695254921171e-20,-5.216212021439595e-18,-7.556824415991485e-18,-6.36165943298343e-19,-8.346215413900256e-19,-1.2221053206740579e-19,-4.895534156157537e-18,-1.211704789775117e-19,9.175682245980679e-19,-7.967778110306659e-30,1.148615857213741e-30,1.517226964262913e-31
53.47,[M-H]-,1.9532982345715766,-0.04091588282017575,0.018054194736824698,0.7567266781568153,-0.5230069046322882,-1.2719111959857887,-0.020353276882477473,-0.49188177262742716,-2.097061578591839,-0.5209653928028296,0.49348639182486126,-0.25220148519510166,0.07744003425979783,0.027484850435421423,0.2699323013608776,0.0011919858368363916,0.1746449944895074,-0.012611816508614464,0.09178454685800828,-0.075043263051324,0.01595210471917698,0.04354064585525089,-0.0029613236435806828,0.05646913916230025,0.003325782868112522,-0.006401626387248228,-0.012165600940188795,-3.61757397130346e-17,-2.494045816055328e-16,3.095596195198065e-16,-2.845769684841179e-16,-8.620341830666708e-17,-7.502033069064638e-17,9.489323504843545e-16,2.222260273418613e-16,-1.4813313008130728e-16,-1.88321726849617e-16,3.2640938909603296e-17,-2.1509500689381019e-16,-8.071440958266516e-17,-3.0426273333647825e-17,-2.0482199390093033e-17,1.0962644816323883e-17,-5.224774767088298e-18,-4.200572429037593e-17,-1.2429106636721088e-17,-2.920029487566116e-17,-9.435695335774826e-18,6.135279786405624e-18,1.647349631457401e-18,2.387718691339392e-18,1.0207194731086597e-18,1.6134545925413336e-18,-2.0238301395589038e-18,1.1899230242743962e-19,-5.1511873970918785e-20,7.867822127978256e-19,3.312681228203328e-19,-4.889968227261021e-19,-4.559073155505794e-19,2.4148900973016396e-19,-3.1548859716602366e-30,2.4501186068947157e-31,3.6870631464227354e-32
23.78,[M-H+HCOOH]-,-0.8791915460427778,0.3208488072588541,2.02850533256155,0.4754991841988323,-1.0327791362114114,0.2536049106154062,0.20396365613290543,-0.5585810986637298,0.7558806609728064,-1.2689175322279491,-0.15759953942199081,-0.08945985864624312,-0.2944677175627824,-0.218496686536745,0.5862821134917251,-1.1166236988823233,-0.46115815565910745,0.7457311335994877,0.09321931843867462,-0.4358853760957095,-0.06964482255222484,-0.13497295100408363,0.35885087095976875,-0.06002287388710263,-0.2245398492395844,0.19450866601682928,0.0043105447626546455,1.116937519231729e-16,-9.570017678344532e-17,-3.898030365944833e-18,-2.5375864296168655e-18,-1.52842867298511e-18,-1.088106379783621e-18,1.9060148847032295e-18,8.763622366520428e-19,9.352293966313674e-19,-5.400006697629019e-19,2.077172601028325e-21,4.54021903526796e-19,-2.3543805795306964e-18,-7.021263763479383e-19,8.386122378794526e-20,-1.0960413268343286e-19,-1.2096825844874285e-19,-1.0381469621537004e-19,-8.619836440885556e-19,-7.937523511823947e-19,-1.5163872221352696e-20,-1.1657126873926352e-19,5.493836954478443e-20,2.826580818286557e-20,1.0292008280862048e-20,5.285562599994961e-20,-2.6061087064080307e-20,-1.766922520278837e-20,-4.685606530378696e-21,3.3425894744948943e-21,6.683454409851978e-21,-2.9798916183386864e-20,-8.08977028695542e-21,2.0534009221772091e-22,2.0363880588977007e-32,-1.5825754082416325e-32,9.67618449246989e-33
33.11,[M-H]-,3.840952746154384,-0.8888346210752677,1.9162284341189861,-2.102416587127011,0.6411544544435764,0.05004502968337755,0.06046862694922946,0.4516705983367075,0.13115831809024386,-0.00795331378331997,-0.5608239296804355,0.5696971422352158,0.7108955633053619,0.5237441695540997,-0.11908164004723626,-0.2634356428204775,-0.04113450056329809,-0.20947866334423426,-0.3513521119428577,-0.3020221212490784,0.16599537321590366,-0.421337688835069,-0.042648632662204713,0.7511076814420674,0.008104414367433966,0.010334790185690263,-0.013276045698963542,1.1169375192317294e-16,-9.57001767834456e-17,-3.8980303659448205e-18,-2.5375864296166278e-18,-1.5284286729853172e-18,-1.0881063797836483e-18,1.906014884703534e-18,8.763622366517836e-19,9.352293966314376e-19,-5.400006697627081e-19,2.077172601045284e-21,4.5402190352677415e-19,-2.354380579530582e-18,-7.02126376347726e-19,8.386122378788227e-20,-1.0960413268343286e-19,-1.2096825844877677e-19,-1.0381469621531312e-19,-8.619836440887112e-19,-7.9375235118244135e-19,-1.5163872221355118e-20,-1.1657126873919447e-19,5.493836954480864e-20,2.8265808182657404e-20,1.0292008280769984e-20,5.2855626000054244e-20,-2.6061087064195387e-20,-1.7669225202912535e-20,-4.685606530332664e-21,3.3425894745530397e-21,6.68345441016451e-21,-2.9798916183251796e-20,-8.089770286922107e-21,2.0534009189065219e-22,8.315850116789026e-33,3.653614921965525e-32,-3.77997180243234e-34
39.24,[M-H]-,3.5404398758123374,-0.5167152522763118,2.0041607371164716,-2.5639421320796347,-0.7465371636261363,0.47263637540205466,0.12082441515675559,-0.510877679660743,0.20178984348960025,-0.34027771723174893,-0.6893526296907534,-0.07986432165268942,-0.2480614039572625,0.04138146521856986,-0.002812526538309138,0.09441614546061221,0.197624232334732,-0.24817399677106208,-0.11272090851429897,0.0027940353186528856,-0.07516267999421926,0.21288609390659424,-0.0068837020635523095,-0.2468316766908177,0.005490157630102547,-0.03475832930106123,0.006242217023732067,-3.87831552265783e-17,-2.324322581830729e-16,-8.336314464911467e-16,-2.6836444944121385e-16,2.8300738008865286e-17,2.47906647932006e-16,5.77729948594894e-17,2.1858766171750941e-16,-1.8781857454600678e-16,-4.585996570199438e-16,-8.412268486210709e-17,1.4275580186914174e-16,1.0228405932221878e-16,4.4498277526553296e-17,-5.930181455451924e-18,-3.135793249823803e-18,-1.3527659680624464e-17,-4.085265939974682e-17,3.1697380196781026e-17,2.185269806674844e-19,4.451949379786369e-19,1.1506889465101302e-17,-4.299742884947994e-19,-6.564553266772087e-19,-1.6917518741323675e-18,-1.5523887122671746e-18,1.670140813134247e-18,1.4934156423046568e-19,-1.879895757107163e-20,-9.410627317838491e-19,-7.530917404393459e-19,-2.430049939653757e-19,6.247457912849052e-19,-2.545868894109849e-19,3.955890796514021e-30,1.3572449925323704e-32,3.7362253609677746e-32
17.59,[M-H+HCOOH]-,-1.381336668959295,-2.51420773962037,-1.273090605687268,-0.40968903017959113,0.12668531019190749,-0.10053048095114157,0.9034337366605248,0.43055684190763843,-0.14659320065062578,-0.14813522558670175,-0.39737993992832316,0.2870235751820026,0.10180109488955762,0.01647259713507406,-0.018377402733036424,-0.029703520938841054,-0.10893866920614517,0.04880204929980705,0.0031160223339075166,0.033317838127923556,0.013970218500172701,-0.02583632714767733,0.017657848722949492,-0.06017777064345821,-0.031066743954452695,-0.0266251334292669,0.0014402030877395725,1.7112481555816867e-16,-2.704654301300751e-17,7.10577918094809e-17,-1.1619729861520479e-16,-9.794573576691181e-17,-1.6518355215367114e-18,-1.6371900100732347e-16,2.4469065789833144e-16,-2.7531361961533764e-16,-5.006333917334808e-17,5.5285414635434675e-17,-2.4443371821886664e-16,1.8276846302231868e-16,-1.0487894698299233e-16,-2.146743483706717e-16,-6.12892104683445e-17,-6.599192334270629e-19,3.0807475212429767e-16,-4.072724418628145e-16,-3.566326702257424e-16,2.2282569726353293e-16,3.380094652261456e-17,5.666890211758244e-17,-2.6834958296816345e-16,1.6408038449075368e-16,1.6553511078402368e-16,-2.78872377897327e-16,1.8700571818516772e-16,-2.266665607465885e-16,-3.589275798808658e-16,-3.006210270162347e-16,-3.7913885368537104e-17,-5.0884051858352945e-16,2.1508086194839192e-16,-2.9097511022237808e-27,8.55062625005488e-29,-1.1395612439486197e-29
8.68,[M-H+HCOOH]-,-0.6228559385613888,0.7777851468781797,-0.23202271398248525,-0.16528079993786596,0.5786076638423399,0.042511380101527364,0.0494165106566841,0.18957955871926274,0.05234255625054791,-0.04459826549173096,-0.051737609447464444,-0.10708494350215665,-0.11409233188203279,-0.0747262256061519,0.03664331507675091,-0.01454971458506856,-0.0771714577423786,-0.14110270766389602,0.028828396650403595,0.0446872309008732,0.014936188949890145,-0.0005120528441395887,-0.006323289376311743,0.02047208220811381,-0.02051205849137625,0.024736557818660295,-0.013314072859159273,-2.225464929496025e-17,-2.678807346489808e-16,1.6507195095318278e-16,-3.024622489406845e-16,3.1718914136737e-16,2.5398408216713767e-16,-1.5606028955440456e-16,2.347503589381772e-16,-2.3895733866621477e-16,2.9835184181867274e-16,-3.7398415016710027e-16,-1.555315912313149e-16,1.642076637904478e-16,-7.338599072177079e-18,7.676292013806294e-19,-4.8921154714967585e-17,-1.0763495026346101e-16,4.0786372103762334e-17,-1.3525329533453654e-16,7.633991735031056e-17,-8.77173051252765e-17,-2.269956414241397e-16,-3.299927173241797e-16,-1.1165605430925258e-16,-1.2074537652035834e-16,-1.960236716961542e-16,-1.1482585764600148e-16,-2.2465763390722563e-18,1.3736126800225748e-16,1.2083956909350237e-16,2.556491919082597e-16,-5.898756352128596e-16,-1.3471290068832674e-16,-6.038649178860384e-16,6.890287600787576e-27,-3.0612291277537317e-28,-2.1232990359039143e-29
19.13,[M-H+HCOOH]-,-0.6949953249067571,0.5719846195820608,0.288793442017975,0.4910772248246343,0.46673312564389197,0.46490695611904753,-0.04901174238272729,0.16272451627707624,0.25522386096387184,-0.17367245562267256,-0.12141782013695855,0.15861023757708845,-0.07886832324350018,-0.49165912247512544,-0.013777602446262277,-0.6691352228406884,0.38745198006650805,-0.24223528527490143,0.6004589372590313,-0.326626010489627,-0.46090931413942565,-0.20298937189801802,0.2107209926158154,0.036038157719203344,0.2582975113112637,-0.45100563793766185,-0.0035498821322558923,1.1169375192317316e-16,-9.570017678344578e-17,-3.898030365944956e-18,-2.537586429616502e-18,-1.5284286729852252e-18,-1.0881063797835865e-18,1.906014884703627e-18,8.763622366517763e-19,9.352293966314837e-19,-5.400006697628826e-19,2.0771726012512163e-21,4.5402190352675e-19,-2.3543805795308644e-18,-7.021263763475394e-19,8.386122378822872e-20,-1.0960413268350554e-19,-1.209682584485448e-19,-1.0381469621518804e-19,-8.619836440885755e-19,-7.9375235118254795e-19,-1.516387222159497e-20,-1.1657126873933317e-19,5.493836954489103e-20,2.826580818313044e-20,1.029200828083782e-20,5.285562600023716e-20,-2.6061087063977342e-20,-1.766922520274355e-20,-4.685606530418671e-21,3.342589474838922e-21,6.683454410231135e-21,-2.9798916182866586e-20,-8.089770287251597e-21,2.0534009250966001e-22,-7.140479829531581e-32,8.458264543172683e-33,2.6089955674922136e-32
