Observed CCS,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31
316.47,[M-H]-,-44.50044375041284,-0.10632160805720468,-0.750777125802048,-0.5751419937033003,-0.08756461985497198,0.8653622360198038,0.09511334028524161,-0.039449008583294226,-0.06668650247675427,0.05720863190211625,-0.04255669845244923,-0.03921749144237725,0.10638479362595524,-0.056989440522612046,0.0592652223529638,0.04218856876970283,-0.02647832095009487,0.0668521295930556,0.014736975283315473,0.05190889399541882,-0.008391073811478807,0.07165863633923379,0.03087709512315625,0.06264177695596114,0.0856280516280153,-0.01952062473375146,0.014225172849556201,-0.03846185966550094,-0.044761529250255117,-0.03904584262788916,0.03676217463411738,0.06425492647716272
342.97,[M-H]-,-43.49980603290111,2.2384648768097812,0.11905778929156985,0.14531211370386451,-0.09439050040390089,-0.07047701923553913,-0.348162773115667,-0.26155116931943106,-0.16126834672802293,0.10755707014609533,-0.2343327679284443,0.12122217052469515,-0.2648194609932948,-0.06134387791233455,0.15081595630765074,-0.14811051158989655,-0.09104356771960387,0.04773684680789402,-0.07599199386967673,0.13614202476664206,-0.09174256402729679,0.05435149846347028,0.0109805933507363,0.05305737792636032,-0.024954199792623245,0.010003827814785758,-0.09041951533834593,0.017764298248045172,0.1300050090585265,-0.08399415216053234,0.03506785253808121,-0.062413885995035875
297.53,[M-H+HCOOH]-,-42.499607260881334,2.5606383989636585,0.6074249936468313,-0.18203452875231824,0.19214901181054966,0.11570958984943583,0.145546658258369,0.14712445927402093,0.03641015040978835,0.1334964002782228,0.16903053271993768,0.19345649030922776,0.030924554112442482,0.06370607108193442,-0.07544013066935384,0.08870376202331322,0.04479877933202266,-0.14032201774573416,0.02266396352515221,0.233591971661582,-0.03943655825855943,0.10100600794983808,-0.15865513290154715,-0.031125169067748783,-0.16062703499985517,-0.012634708277061684,-0.028370866485204208,0.09850768069144211,-0.04361465292780351,0.07054606894075319,-0.03130565167027423,-0.005532383395629142
313.42,[M-H]-,-41.500938722547346,-0.3314836634085167,-0.6679883298125104,-0.7225843187279174,0.15596825612849025,-0.4371057676713084,0.07834011805629955,0.30281359227213644,0.01997870867805651,-0.00039684065537900484,0.14103638847616298,0.043529696828050454,-0.11238029946411815,0.13307320324045555,-0.16284075895813227,-0.23479990632397227,-0.1546587197128019,-0.04793792463404518,-0.06679454442469059,-0.19616437323407104,0.16121096633414314,-0.000929364992351336,-0.1796605741710229,0.20429177742403828,-0.04215138503294401,-0.03892559920458973,0.05956102347000234,-0.019226118203128334,0.07992412722074134,0.03670102543632106,0.08205948863822311,-0.01717690524162718
274.31,[M-H+HCOOH]-,-40.49996254818819,-0.7365739696434772,0.7895233279309338,-0.8087241214031289,-0.6478318099259074,-0.18374545157966937,0.4224666905996486,-0.0048504537215809445,-0.19292199500952328,-0.0993501588312289,-0.18014387024352385,0.2639497843481513,-0.04395554856387823,-0.01469417435382526,-0.24550298701643308,0.04930707033108296,-0.2948133790755448,-0.11250990161734369,0.013417500600314191,-0.25537378036495084,-0.2551215439173115,0.2191723351770221,-0.018960300868090783,-0.051923770458639294,-0.011936221132577744,0.05606926116601315,0.04563849413665875,-0.16336182081365683,-0.08551401126354256,0.051786525655233145,-0.10510928165883537,0.024461342552769112
322.97,[M-H]-,-39.501320916740575,-0.06626202951878776,-0.8489884295961541,-0.5594521498185022,-0.10450205415442636,0.9200314750005687,0.31961258635883416,-0.11643880416985282,-0.007294725834769225,0.08205066299442668,-0.16517316461134182,-0.07139592596918724,0.25484612082612373,-0.03818186334022678,0.08422253454256833,-0.15680061506432083,0.04307711925084282,-0.09852310948094453,-0.12839785738678308,0.027889549904050227,0.028335414610091172,0.03949857847037948,0.07534752749901051,0.011376795714967742,0.022600643095636305,0.07790748276535253,0.07889590719142803,0.06370943557761971,0.053449025654244246,0.056212516921014706,0.016789361366472105,0.02106457654393107
286.76,[M-H]-,-38.50075556827299,-0.20121582124844575,-0.7025058501955606,-0.8485504331339332,-0.20121480853756893,1.006005817916943,0.251960876782409,-0.1369879107250077,0.06237803971695939,-0.0030352747278257746,-0.14271225931207995,-0.15247717042389675,0.07941533639466675,0.04043998574121242,0.1066652713727043,0.006762762503559162,-0.015115113431807022,0.06126265449688515,0.002971622648604718,-0.002043920227483196,0.05737438741677143,0.06345852198828082,-0.015781936281956795,0.05385641210377488,-0.09085088548239863,-0.017855407909337324,0.06269662090510511,-0.01626526528182186,0.010518091170522367,0.005350824384378187,0.05647992721206363,0.09624252172950058
300.84,[M-H+HCOOH]-,-37.50091912338719,-0.08956782253638565,-0.9436473016161376,-0.7717728574031789,0.5774141647850315,-0.3827505098368458,0.2654481268735796,-0.38539090366971496,0.31865659407386043,0.1776613572254234,-0.15449988635654066,-0.19172478575260168,-0.032110524351194526,-0.04389433046534451,-0.12178403011496493,0.038623857048050186,0.007182335951820677,-0.1229302370029022,0.030600952779697158,0.04063760128518634,-0.06537502899593475,-0.06382609658976017,0.07621349485878498,-0.1709078349528582,0.06242841144708498,0.04004664721267113,-0.048757295534397,0.10054095665742571,-0.05311811038015171,-0.020788766441826825,-0.013171513811573634,0.026227787505044627
321.11,[M-H+HCOOH]-,-36.499931686817455,-0.5669471437573959,0.3626288297415789,0.7386122145355231,0.21866111411833802,0.04305213826341539,0.42136086183220195,0.006973617964800023,-0.2299644152527058,-0.10568690740154474,-0.007931248749320165,0.056348388147686446,-0.07869317190634915,-0.0815152959376577,-0.15011061451960425,0.02946740241387403,0.06581393135490177,0.12074474909531945,-0.15752192666171547,0.026337418133591587,-0.01660900165924635,-0.049156287119294845,0.02161658529203943,0.11493127381074869,-0.022503431048182445,-0.034521866648090406,-0.09781595100294965,0.06764745488322133,-0.04724300824804859,-0.044152498473777814,-0.02370727863639623,0.04499238391624263
333.51,[M-H+HCOOH]-,-35.49921790784487,-0.5327628257012356,-0.02169389664917738,0.06725143051312647,0.16500545841066636,0.20545948053625449,-0.32429370424846937,-0.18425543302835798,-0.06928714825980271,-0.6200402819547572,-0.01240912031393774,0.3207623918202761,-0.10193123418666249,-0.2072860384515899,0.014003479987503176,-0.20395675820297426,0.15987625674706413,-0.16211740202400302,0.0751477778004672,0.08777349939638507,0.30502453393386586,-0.1990358256546826,-0.08134180652158375,-0.16641507005120676,0.003759634752209309,-0.12377441471567192,0.19563957485495914,-0.045082981578548474,-0.0807574324992614,-0.06074949105574084,-0.10521541964951675,0.03650606243357927
365.47,[M-H+HCOOH]-,-34.500826423648874,-0.05345761053793157,-0.288099068809599,0.6396922841580178,-0.22641422025461283,-0.0745136094360545,-0.13038479950395604,-0.09742732868238978,-0.04692651832722707,0.12752187061729803,0.0954079627046521,-0.09849992165943575,0.06328199838073494,0.018274803343945288,-0.057921827317430445,0.03726603134956623,0.015902393174954448,0.0026365323620510524,0.019508026657488027,-0.044889074385138256,-0.03657890632188286,-0.061247901901385994,-0.059580102386132185,-0.03341201358595223,-0.025508773264798074,0.022456847140994357,0.058038744214216974,-0.04467477822950126,-0.017700587522878883,-0.03902326799223655,0.04016060881209711,-0.004925676910941148
367.09,[M-H+HCOOH]-,-33.500328409425386,-0.08814904932682648,-0.1873163799669101,0.7506185114125736,-0.1483324073464615,0.03622073072212148,-0.25136832540692206,-0.03813802319019141,-0.06641442035560882,0.03604145405418438,0.08089591296196715,-0.10091689459135775,-0.02915690577165892,-0.04597415005128471,-0.05774976280865494,0.13145431416483752,-0.009268190477030784,-0.03297686781656892,-0.0010781546980608682,-0.08558081337438696,-0.016151175694483696,-0.03478782266312807,-0.05861678385209052,-0.06503641658843941,0.024833141448857194,-0.0036890864248812264,-0.005959096590300269,-0.04897518064009342,-0.009280543665066364,-0.024613758833242176,-0.0009086099315421784,-0.012032060367521004
