Observed CCS,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31
316.47,[M-H]-,-0.026473268171715834,-5.687827445014593,-1.2877582145742432,2.9154539452134647,-0.9967124266121375,-0.3734240883090705,1.245555087526202,0.17787712104158407,-0.2682693408985153,0.25719243542474346,-0.1229587393590867,-0.040461350421270324,-0.11364871526343756,-0.3121508713896734,-0.25681486044530055,0.1690606871257672,0.28982460288788064,0.28275319120073117,0.23186381077117485,-0.32094556176405703,-0.21438465468475543,0.32789769037600563,-0.13559559402250682,0.33099651180841605,-0.14831672782084077,0.35521584491523583,-0.18608672489587333,0.3119668881912431,-0.04717871965901363,-0.04985961982175041,-0.07206030949600369,0.1095391212944323
342.97,[M-H]-,-2.3511044695478236,-0.771642746712868,2.0442604740610353,1.0948018785428737,0.5874813893474686,-0.423348439580033,-1.5314292039693018,-0.15497904203797103,-0.04624520095547795,1.3977487700364075,-1.151183163797277,0.5893349024690717,-0.11269837552337983,0.16812858640577336,-0.26457151018105296,0.5093856878217202,0.0045715341103762415,-0.3797549568075814,0.2750552097774709,0.6423457474821386,0.023616303220046302,0.16952157792090497,-0.38481683605451145,0.0018871090970072123,0.961119802283714,-0.5698026231717754,-0.04434415766152587,-0.5021509732401235,0.5895620600424882,-0.33521865524740674,-0.6892610500163987,0.6439126436117472
297.53,[M-H+HCOOH]-,3.350903080068756,0.3169864351587762,0.13271525144930657,0.028430443566863882,-2.3128207789043214,-3.3590947980680226,-0.15040146713556599,-1.1146439826380443,-0.15592724519176307,-0.16674754324512883,-0.4504477073885607,0.5619009827555899,-1.075812436684254,0.022910541163904,0.13288719009425962,0.25033969004079715,-0.4182430177827103,0.2697269330691317,0.19533750192308807,-0.790976104250223,-0.17386279980986152,0.5579094288300532,1.1728972487897036,-0.4494481223310647,0.3494279616037983,-0.40605864928035923,0.176359059777497,-0.05454911794129928,-0.19635596874896447,-0.006492388042227882,0.11998932965996342,-0.14362563181316243
313.42,[M-H]-,1.4534464420304343,-1.4683298080178038,-0.49183545903997455,-2.516289051902015,-2.3920273701757955,0.6823237856980681,-1.4202662283110008,1.6836677716230888,0.09424177908801946,1.721823702855977,0.341927318861676,0.08216275332072796,1.340276790147134,-1.2329087745790024,-0.7963558410660668,0.14181050757411115,-0.06286261297665864,-0.0320201720865936,0.5103371218774847,-0.3086625501164405,-0.055484575418030965,-0.030116224696915554,0.017074772210777498,-0.07234437463972808,-0.00027754144219232824,-0.19800271452321613,0.016734844469205413,-0.12876955867807593,0.27215957271351565,0.03504323684082754,0.09206784627005908,-0.06835681385419307
274.31,[M-H+HCOOH]-,0.5243124148085233,1.4473719858247613,-2.5801673752278393,0.5450699630567611,1.530218001397281,0.09234476439705368,-0.2825604522445095,-0.35761668838256977,-1.0451937065116705,-1.4873028082576978,-0.34517310499353293,0.4463013369816087,0.09073471503623733,0.3919877056316081,-3.2863125945046585,0.6487278380362456,-1.223841522581897,-0.21139873859019645,0.12090875225838442,0.033632102227141296,-0.05199386767102059,0.7425813815273726,-0.45617257648038784,0.23627391543131696,-1.0675824455115668,-0.7789173481424359,0.9677647485868217,-0.4372053630602853,-0.4145608396143004,-0.268620385123132,-0.08610944875908029,0.049927574791186514
322.97,[M-H]-,0.4383511993096895,-5.786461928881422,-2.177849095071574,1.8509669880605502,-0.11245216249518174,0.4266229909402813,0.7456345084417481,-0.6967518826688334,0.12273266784304354,0.22451623186001513,0.04818379252851395,-0.09412471236209077,-0.031309100912849046,-0.16980761948893225,0.19008048488818555,-0.24756675553215207,-0.09858200515270343,0.030405761972036156,-0.08825584382590843,0.19752750237365727,0.011160042342971696,0.09172840213729745,0.19324898874905638,-0.1986640331352367,-0.01085395113726648,0.19489617191918696,0.06331177245820228,-0.3047318727838108,0.2767562692356701,-1.1397327947040363,0.49128458679992104,-0.33523783497504855
286.76,[M-H]-,0.5119600960725943,-5.7611291262109665,-2.6692254140885185,2.0596812353030387,0.050354478739917816,0.29062511269158503,0.46606243560057664,-0.9251589359192302,0.45556474618324433,0.18927035253605692,0.19076610385899506,-0.09244940921966235,0.041275705977853454,-0.21615348143898597,0.2589154622416489,-0.36477035630453175,-0.20305442811683788,-0.08292054218629542,-0.0015009879905091084,0.2681011816565608,-0.017033892778163973,0.2922999856785873,0.22501686139830107,0.03721817757696406,-0.010637182432366306,0.08048969277894222,-0.1208440109020462,-0.04172103717840588,-0.01629532766662382,-0.2683224165179672,0.04169453114896468,0.01369521733868168
300.84,[M-H+HCOOH]-,4.498563675782015,-0.6884985666582835,2.528325668837334,0.5726831049515172,0.08275745601404765,1.2640825643239695,-0.9083540753263467,0.2936394577246302,0.3756596903084353,-2.0236378427451394,-0.5574884051069642,-0.22275777306434108,0.17757702994147453,-0.10574487869649513,0.23990061845840033,-0.39403903207130453,0.025078117889387925,0.530488816987621,-0.41561203833631816,0.3659066963718087,-0.02571510141535038,0.1878804454473007,-0.3753526496234506,-0.0583820394979205,-0.05480128739582715,0.19185818983598396,-0.019513426640689363,-0.17682403898626778,-0.17011802936290588,0.03551827085061997,0.04557305761608742,-0.04972841666885403
321.11,[M-H+HCOOH]-,1.5475917498228584,2.1002359931045587,0.41401486659054043,1.5911055620746775,-0.7116628041856145,-0.5790806877761691,1.1605502303972373,0.026809064505409194,-1.5870613498771948,-0.14440431902489057,-0.4883934952185388,0.5750428574808281,-0.08247195219826152,-0.9450923312671761,0.2596739539142094,0.4440748903076987,0.2471054555208304,-0.038468770400017054,0.3565854294543444,-0.27142960341633077,-0.09470964521223135,-0.09556095406021704,0.002535769258866199,0.2439303448341404,-0.04001316276846453,0.17475216126258244,-0.10432109579155734,0.16216728709844808,-0.20566708826962501,-0.06124212270577545,-0.15282382227114397,-0.05492287763237152
333.51,[M-H+HCOOH]-,-1.3837721259947615,-0.46519906850317705,-0.14115558186232235,-1.1656233273560908,1.043243058594661,-0.12466776950999273,0.12291395600576072,0.06296913769369314,-1.1550093062075506,-0.6843425474685438,-0.10785635136407501,0.1863510780405137,0.3624690154883379,-0.39093735003957253,0.2933431777855257,0.2012079983151117,0.848993327536817,0.20728540685712982,-0.07597209962878192,0.3921108002684823,0.11169157381993888,-0.20984662065682344,0.11303446487024932,-0.17075217612068275,0.2704406813448941,-0.1286841547904629,0.2928294454945789,0.03749529974981664,-0.4558602282387005,-0.09851567152588478,1.3511375099491933,1.574077301080643
