Observed Retention time,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31,pca_32,pca_33,pca_34,pca_35,pca_36,pca_37,pca_38,pca_39,pca_40,pca_41,pca_42,pca_43,pca_44,pca_45,pca_46,pca_47,pca_48,pca_49,pca_50,pca_51,pca_52,pca_53,pca_54,pca_55,pca_56,pca_57,pca_58,pca_59,pca_60,pca_61,pca_62,pca_63
33.79,[M-H]-,-44.4997976262461,-0.2141279727385853,0.19576583586723886,-0.23212792850511918,-0.4399011995971208,-0.18665524082044593,-0.04416463464800135,-0.016902343068498485,0.07719062844460477,0.002000536766914617,-0.1739041110378288,0.020411599632326114,-0.051495670755832265,-0.0015587015782300687,-0.020663919964308792,0.017418716395742155,-0.005093086582705689,0.007912994120481562,0.01482604306877837,-0.003156822988427308,-0.0044375177400045665,-0.024912006773285665,0.010799927065275551,0.002158397643476573,-0.0035127314446749673,-0.015955513694027066,0.007149082308698215,0.018047716070495858,0.003580546681811429,0.011331553416084885,0.02193901339213048,0.01140848909530955,-0.00871488555739031,0.00850569059954616,0.019367774926161284,-0.009483532999752102,-0.0023774766659209784,0.007960397865413246,0.004109555761415707,0.0038803537905806934,0.011302935892010244,-0.006468817297866686,0.0015662211240379475,0.0015619724904801255,0.0038485054620988456,-0.004583546678069308,0.01891389960427593,-0.0015320902907507538,-0.005971049287683196,-0.002283743496023643,0.013349378811010292,-0.006361771714613801,-0.0068943994150803285,-0.007879865080241272,0.006122509983826461,-0.0069055687932873915,-0.0029208102876429214,-0.004704818615085098,0.006779576462667546,-0.012085260125940332,0.0024305187377775548,-0.009505752501468574,-0.012875179037173032,0.005463906560044109
25.28,[M-H]-,-43.499539612964575,1.90055234519222,-0.011234626625995468,-0.032652401564869135,0.020523650957257535,0.06341901205130934,-0.006351563010532003,0.08433287849302791,0.0010226652724536578,0.018713134060562162,-0.04015873719659951,0.054789065658703215,0.01214804624430861,0.10924059007783248,0.0479962715130012,-0.12080038636101702,0.014149768635135104,-0.01892403276845977,-0.01113996144590957,0.06078128477497978,-0.05109677069882025,-0.016507312871217962,0.01465933612392969,0.032324556545079,-0.03102711012370822,-0.035862349798301454,0.0020235245996431325,-0.010633388054485878,-0.015988800246992382,-0.017757600084430416,-0.013535921409608194,-0.0021406774535047664,0.013636807448192782,-0.006135358119944335,0.010305904673687976,-0.002691299379403136,0.017624938971252897,-0.011325395667911548,-0.032057564261221264,-0.006554355908151117,0.0015754258753289735,-0.009703534686759304,0.0012244125915538491,-0.01612353173636204,0.015198038330372662,0.010436891143435694,-0.020021098148456352,-0.04932482692999303,0.012345951170075963,-0.020628802122026543,-0.033878106164471615,-0.036606039970854265,-0.005655485971030714,-0.005230575638821982,0.0233983137428952,-0.0041378486234865544,-0.002656124793925323,0.0017264726334219568,-0.012671175115558922,-0.0051832750360645465,0.008811593979101237,-0.0063971573558361024,-0.0015857497576531087,0.0028901472513332845
45.04,[M-H+HCOOH]-,-42.499544813192806,1.8479086493737116,-0.04835061318546885,-0.13805328722230076,-0.014608162870050555,0.04413011976825703,0.08410124601318394,-0.21118598727362792,-0.025809254416496962,-0.14064048316051575,0.039493190126472254,-0.00760022054500255,-0.00029412433106204333,-0.08902395226175439,-0.03217744004112464,-0.021610055908424276,-0.03686639413012618,0.009410115400043844,-0.046089156637448676,-0.06788101518236485,-0.137932783741025,0.039379409132460026,0.07636144688647117,-0.008461750767963194,-0.05944307696607703,-0.027415018346495637,-0.0014227476043152333,-0.014459438418069563,0.004793760023486795,-0.005681109251581247,-0.038619159611346966,0.007287024009207185,-0.04692920640432816,0.02853684102433667,-0.035804489944705656,0.03758556338046794,-0.07918598953192428,0.005007448408330658,0.024427276344351403,0.012465043312645436,-0.008423475230419539,0.017516197275986304,0.024466186436255123,-0.001466158590768912,0.00951891377934215,-0.005655178601763612,0.008318560857335204,-0.0011624973285923714,0.003672045398402216,-0.009801649509278877,0.001314588944658442,0.001838164165180028,-0.00044383220439202003,0.004230676367608843,-0.005505323483105914,-0.0002670382468171467,-0.004342985314303102,0.0017133168810053217,-0.00036714780667830566,0.0018414235969080872,0.0005291475753635022,0.0010363312331230048,0.0029227077777708127,-0.004847395887991923
53.47,[M-H]-,-41.50008267916997,-0.32369507369957573,0.5445467732148598,-0.0848265246729898,0.2154491901043912,-0.007644482766778402,0.0014041257567772086,0.03868956674553714,-0.10271114729303468,-0.05757705709005711,0.11016088328572624,-0.09360241928399254,0.00536069214945205,0.11666438729320826,-0.030380275558531795,0.10493286687137512,-0.057338672122731436,-0.16937425034004935,-0.003985711767959277,-0.044553980886243585,0.005132779884568089,-0.03877777713165987,0.03209043475367333,0.014425583181147393,-0.022289966454268093,-0.002509249532813258,0.02574764783334921,0.011143635517499046,0.007170738681901035,0.003829847576434501,0.008138987844078911,0.0018550577484179702,-0.012927974881305324,-0.03359373239665855,-0.007564530576630892,-0.024300226989324783,0.018814852267076604,-0.011460981553317302,0.018851759922549647,0.009852296345672334,-0.0005324968083001868,-0.022708580330573703,-0.0033310947211086764,0.004082504349096105,0.007146659426113419,-0.0030206515743384384,0.008380377936098086,-0.005482908847571619,-0.0014817119232430392,0.0046162385285965874,0.018313230671919787,-0.006368774004567338,-0.004454006960211045,0.003068437109372827,-0.0051519867844784075,-0.012519681274971625,0.008942254091440123,0.00903566822816542,-0.0313399685440855,0.01513448542102429,0.004806133427379476,-0.005603632400759533,-0.002331808484670294,-0.024782040357631707
23.78,[M-H+HCOOH]-,-40.500138262549584,-0.4307290831893999,-0.38019949136692527,-0.27543351137509003,0.18699747165164632,-0.05796488254902847,-0.1191714767961644,0.0028772811622548417,-0.013268169796970456,-0.05774605029117263,0.03097114811367751,-0.10109702841258708,-0.09783865055420399,0.038497608266934026,0.031146724975185388,-0.03361663235409217,-0.035624009033685844,0.04257810893837495,-0.12628797628305655,0.053516427949075525,0.11185590891094105,0.10968952513143282,-0.027788513787825368,0.07306565500352132,-0.09313476378847721,0.02529857580301567,-0.11563978100972501,0.001620774624683665,0.06651888328264206,-0.0077992535223252,-0.017799392520963436,0.014704944068379968,-0.033407277346493264,0.00975481545531796,0.012574842708861025,0.02348708693604679,0.02808288982164337,-0.023888177029128783,0.014311000468729592,-0.0014603376484158697,-0.009290827919985147,-0.003815055225418956,-0.0031287588211735182,0.0069329667696903805,-0.005527011290436617,-0.001066728229561067,-0.0018084975245060593,-0.0013826524343665914,-0.0010719997539374356,0.000964721172647621,0.010439564922056003,0.0020578673081588757,-0.009592165137455477,0.0039557669298411055,0.006087956619708205,-0.002744385415204716,-0.002649571185452018,-0.0030650557223732095,0.0021574753168393662,-0.0013753656674244292,-0.0019378305291875074,0.0015782542335343655,0.0012193112677265825,1.5107099765681852e-05
33.11,[M-H]-,-39.49981215940424,-0.21403673826422515,0.1855597076027377,-0.24261404578915557,-0.41487842346335896,-0.19787475150888664,-0.04179637706497748,-0.03145626970584748,0.09148097354826205,-0.010124546272202628,-0.19620440284938628,0.023189669169950116,-0.06064827276814914,0.005044728526450435,-0.009611488408116571,0.01726851241275332,0.013735061795872966,0.022893350293689427,0.01829537500158508,-0.009672160315056312,-0.0005910126203506788,-0.017712226044122162,0.005486424169910391,0.019117079140271387,-0.01576473610653151,-0.027818791151688938,0.00808293926603166,0.013072207633498088,0.0033756295630208008,0.006600102963266638,0.019772732045162923,0.017856880470450323,-0.01668548991157559,-0.003770152152594506,0.047827119430418875,-0.007805248405389333,-0.0009384829077843457,-0.013201703239240619,-0.001963869691829523,0.0038281607897358385,-0.005033546070631579,0.01268126278153394,-0.011690899797163472,0.006769897912789944,0.00172707923708583,0.027774288576636476,0.007390161678880783,0.00029970082252733636,0.028132493992766284,0.010556082615475661,-0.005984477410993786,-0.00698903593014115,0.03268735857163156,0.01845649894227613,-0.017129605008321072,-0.0003339136024575878,0.008841052433305997,-0.012139199351873187,-0.0008343645263700148,0.025903329109562882,-0.001020063224382629,0.017097804881020286,0.019125885422953702,0.0026304469328846366
39.24,[M-H]-,-38.499782609505864,-0.26353517049091996,0.15629511984040162,-0.31242364143894225,-0.43853977220199997,-0.23505743545807842,-0.02486699817832738,0.02523454104939228,0.02024102919537214,-0.012678663429148829,-0.15413186494219386,0.006837610549675175,-0.06482604046354483,-0.0318091373021913,-0.03095681927266798,0.0693118891129661,0.0009769049325342011,-0.031584532931424665,0.021497963231001577,-0.013002827344803352,0.005766517172808519,0.01166890519939181,-0.03501764157628191,-0.008001768030681264,-0.01837886070676333,0.016989001568884946,-0.0031949980873172226,-0.010655815599145935,0.006900295439251831,-0.022958089856296438,-0.012879125288454562,-0.005078521474978615,0.021354049477052033,-0.01206504572596896,0.016521915136582473,-0.004076513880329416,-0.018044324980766087,0.013235384929133457,0.013219449616457317,-0.0014505676794634309,0.018833022414173468,-0.005869493562067395,0.008906082390350241,-0.04127421372202591,-0.022058589290490125,-0.02708288525984493,-0.04568535443316627,0.004908340568983228,-0.03275086627475994,-0.017558053204934334,-0.013410377394354562,0.03687984586722466,-0.005618799365146625,0.0050396397878609755,0.00814906712150461,0.01537578588129002,0.0007629951401622704,-0.0018371073311964047,-0.010712007958313145,-0.004646434706972757,0.003261238320275596,-0.009709950156285221,-0.0025454937217900615,-0.00536388884160164
17.59,[M-H+HCOOH]-,-37.49999726296995,-0.3221979793215421,0.5538305821293443,-0.1868713225904173,0.17674107504262118,0.004189645051272706,0.09039394915191686,0.11722470941241213,-0.15520221207158685,-0.021662419556693596,-0.04811679530172024,0.12549142394872664,-0.033418891638055,-0.08000148473816089,-0.04389856368670129,-0.04069848596277521,0.11571788434176065,0.06839521387153898,-0.04900288785601465,-0.018645709686973613,0.022894170104215263,0.0013756092388981552,-0.0009918892560908537,-0.004513482582556667,0.014106142952522015,0.004202260213843923,0.00340043338534719,0.0006841764141432498,0.0029483644948740282,-0.004092307780653511,0.010099918511021518,-0.02177372115471495,0.0018414142809674654,0.021444752247710017,0.0006677816430217169,0.00014729569618289123,0.0008786222770802262,0.001285051560694738,-0.010625015993327366,-0.008473677167502079,-0.0033442925522068644,0.020620743463969013,-0.010713031871169313,0.005001270905845163,-0.008011305056203821,0.007137930187695334,0.005656910747755382,0.009071573992666353,-0.02416954126981741,0.000728668428208311,0.025312189669728976,-0.020559616583170813,0.004893519902946229,-0.036022637365900584,0.008588412670193155,0.03318595298718955,-0.011760934176450348,0.026476862157455174,-0.007545462435784559,0.00932050001788034,0.008659849295516123,-0.003719378676849849,0.013870180424578165,7.107052973855986e-05
8.68,[M-H+HCOOH]-,-36.49999689683996,-0.30586411212173464,-0.06314905359386791,-0.01010944366545572,-0.08644637189470392,0.24483196320413478,-0.09565768916042679,-0.08808611893166605,-0.11000318179368644,0.014190653932652978,-0.028357987969673173,-0.1323286714433247,-0.049411683144178604,0.003940329371572639,0.0525796945717136,0.010201321976225875,-0.006767302133548934,0.022091002885970903,-0.04042147517583732,0.010993771055384774,-0.005540773604757679,0.017975996628702383,0.0064056759147060795,0.038310333108837975,0.06841027440806581,-0.011570923404273788,0.049302605532942,0.024517476778781817,-0.02748648950982419,0.0029000431360443257,0.022530668552453927,-0.0009782699546571196,0.045720576739235394,0.02387282986779114,-0.001112737495232498,-0.001205326238390425,0.007030468689056733,-0.009414257357876947,0.02881033846597074,-0.008016441055727247,-0.005868699962202517,0.011168682567159654,0.026325186001311247,0.006302870236229495,-0.005168163692009492,-0.006934848833353988,-0.011086910387581344,-0.012669352421686961,0.01200557389502375,-0.00240628771102045,0.0057282690438774046,0.0032438950404547096,0.004142458017824651,-0.00332500825175185,-0.0025532862636705885,0.005826994253272205,0.0013758168745004282,-0.0007866423130102716,0.006094067634492121,0.001164513311305595,0.0013049615726476083,0.0014353351219600942,-0.00882686091210771,0.003089257927428436
19.13,[M-H+HCOOH]-,-35.50031547896457,-0.27209695684606233,0.10479420426424095,0.05691341617441111,-0.03385242582714258,-0.053393157725818687,0.07722049531482274,0.014933626294759465,0.021101829742735678,0.29235284312805465,0.0125867209432364,0.15231026182991997,0.1565508434505,-0.2350167993073677,0.31965511588274864,0.0005750436085908528,-0.08540224548556855,-0.10731497030644978,-0.08085124307109791,-0.052355948922694205,0.05530567394496767,0.023420770181228432,-0.017090470701891007,-0.009145621130088174,-0.007083948881948804,-0.025776518082522376,0.01107840120436978,0.03817965738100147,0.010074753526302212,-0.007146613370041796,-0.01380027448928696,-0.0020218835568739475,0.0002019466649101364,-0.007863927706551761,-0.0038334732995264913,0.0048847074525920735,-0.0018971277881304027,0.0033717330567837192,-0.009956466460318301,0.007174662407480662,0.004663699710724896,0.0012581389875606242,0.0024081725948616964,0.0012564311146323471,-0.0013925649374532632,0.00022488637068294272,-0.0029601323834990132,0.0024150029313452755,0.0063761303147969505,0.0034558073824500365,-0.0009565028536986548,8.158107088106209e-05,0.0015122618222887544,-0.00019072733791482003,-0.003027794024885775,-0.004441449049633924,-0.00018343710963371817,0.0013836685851141362,0.00036322322482513656,-0.0009033081098374723,0.0012955167700597291,-0.00036813544897079686,0.0006534469439548284,0.001970868571110427
