Observed m_z,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15
925.4807,[M-H]-,-44.49971172676083,0.5925220891074816,0.4941899926529747,-0.46410900836775054,0.045317912691709136,-0.10446562798526757,0.2535461356797341,0.22068420457235877,-0.11452404798705837,0.20617415128703703,-0.06168283435856983,0.06662853323454661,-0.051775022895287987,-0.008279455839580275,0.029079794586245482,0.03817117092435464
1107.5929,[M-H]-,-43.50057777932014,-0.01206357262481483,-0.3631403090411013,-0.06495573074368799,-0.10158169709837066,0.2006303131716121,0.10558302396676482,-0.06402322386262417,-0.006449709487999417,-0.019279069237541906,-0.025886109916882775,-0.030442284608417313,-0.012624273097995683,0.0633446493961281,0.053571086412539236,0.037327257849018775
797.4684,[M-H+HCOOH]-,-42.49970923063835,-0.29746277412650635,0.3517047865315837,0.22386492601891603,-0.07155716981616494,0.726932035305656,-0.07507756881558175,0.19232440679849885,0.06136748504103762,0.06733697626752298,-0.017471576258604758,0.03977156583215163,0.05162309838435386,-0.01951532276229401,0.10132903293494717,-0.04521674255948894
807.4908,[M-H]-,-41.50024845202134,0.4558099517868596,0.3305569878739824,0.4010593540182441,-0.14132609458265047,-0.21176694993840262,0.05222666299899314,0.0031187816978617477,-0.06147288182064598,-0.05843327084523223,0.08530442790988811,-0.11349228928649932,0.14083007200192307,0.27966305976602046,-0.0025290696578719294,0.027487326625206858
681.4214,[M-H+HCOOH]-,-40.499643864580825,-0.8072379091805395,0.09958334551862442,0.283375738080908,0.2407219623896998,-0.37556511324707254,-0.008802270380108175,0.054680372847358036,0.22502378152808805,0.1177659104155341,-0.07184427084801968,0.012020271748686348,-0.022186806181190514,-0.05834666461846782,0.12310871274650374,-0.06427792449151151
925.4798,[M-H]-,-39.499895304255176,0.6540529251426614,0.3858592366951733,-0.46428721074764523,-0.05089223624344362,-0.09641184524243354,0.22988628424893567,0.2876814891771283,-0.11119435879243858,0.1388664444120049,-0.1175722988115951,0.041690705886462495,-0.10725201975292367,0.023948837652588536,-0.018393626393342986,0.10675030507722949
793.4374,[M-H]-,-38.49980553310715,0.3209540023936332,0.5151093160014164,-0.3120146568063903,-0.03381834277137758,-0.12483592891754938,0.3361650081990066,0.20571116616054802,-0.23483127485130242,0.17856954571547487,-0.046647415173547944,0.10262778683450617,-0.032331567972081934,0.05333456139293749,0.02625965840994566,0.028534467598944988
845.4891,[M-H+HCOOH]-,-37.50049445929115,0.6754101805331526,0.21669116530099103,0.6515363500239335,-0.31857814091181746,-0.16444833705503692,-0.06325177492554701,-0.021965463730497407,-0.17456264308896477,-0.17075086125732297,-0.23026916988746063,0.07781570202389211,0.002137494692490898,-0.1793996403042786,-0.02338768937256394,-0.04054973727578771
977.5317,[M-H+HCOOH]-,-36.49979820159517,-0.3198629917253525,-0.02423795618560777,0.06915271655044093,0.2686071027204723,0.04084193437433234,-0.04145292083636233,0.07421481414566132,-0.05928342649660274,-0.054487915144069136,0.008426565738071996,-0.08463881302273293,-0.04389509834434578,-0.029779827806368505,0.03799742352847868,-0.05174333428454599
1007.5422,[M-H+HCOOH]-,-35.50018326484662,-0.03318259589310296,-0.1129583388529923,-0.1417617486446072,0.08723379453341602,-0.06307389581960281,0.14258216532327073,-0.12384321944896537,-0.010892647190852554,-0.07440321929569405,0.08614794117933741,-0.2977073384684623,-0.12836518776213754,-0.12055703399577905,-0.09893407934780345,-0.05926168949892204
