Observed m_z,Adducts,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31,pca_32,pca_33,pca_34,pca_35,pca_36,pca_37,pca_38,pca_39,pca_40,pca_41,pca_42,pca_43,pca_44,pca_45,pca_46,pca_47,pca_48,pca_49,pca_50,pca_51,pca_52,pca_53,pca_54,pca_55,pca_56,pca_57,pca_58,pca_59,pca_60,pca_61,pca_62,pca_63
925.4807,[M-H]-,3.3677858792291837,2.676588664668248,0.734053233976802,-1.0556054902729646,1.0658236610748852,0.5524989451285011,0.1394491708881045,0.3901284186763416,0.03366568896373463,0.5472717989408202,0.3857113857345818,-0.3312853312374223,0.040804018223231785,0.014481520978157279,0.14630410508164804,0.11456549226388714,-0.1070204768965649,-0.023460834209799004,0.09729366599935713,-0.07611433375674433,0.024403020311375413,0.11891833940949222,-0.3569295895575676,0.0013857318377823017,0.021163386809871378,0.033137867930561456,2.670530876387748e-16,-1.5150832453942896e-16,2.4126784874638654e-16,2.637894522830532e-16,-2.842782533693326e-17,-1.556317183096973e-16,-2.660579498687484e-16,-3.785904832710686e-16,2.9640356250795536e-16,2.9446677200469363e-16,-4.528707637651926e-16,7.160728576573888e-17,-5.886844433970599e-17,1.042636772174647e-17,-3.3458253793274104e-17,1.1814582081734953e-16,1.241896576444239e-16,-4.751632900251928e-18,-1.4343090975547008e-16,-1.6155511400609102e-16,6.346400844696855e-17,-2.602448323897027e-16,-5.622327305350479e-18,2.051568987862364e-16,-3.193862231903775e-16,-1.968033268328707e-16,4.235930237382596e-17,2.2383724490124946e-16,-3.1029508640993877e-16,1.306648443108342e-16,2.3698376506246635e-26,1.2371126286079115e-28,2.3331424396743745e-29,-1.5993945451201637e-28,2.7160396432373505e-28,1.0305689469717462e-28,3.512903535112736e-29,1.4039889806583233e-29
1107.5929,[M-H]-,-1.6031423891927732,2.3021879497593583,-0.8476357477970606,2.272896526309568,-0.38252187007251987,-0.12336354803956684,-0.495111634254069,-0.20351960340203204,-0.09303686211830543,-0.07795378731028518,0.2539507375985437,0.018136982466947744,0.17195094645125675,0.6329180322351949,-0.043275572897906595,-0.30650529546559896,-0.27479994835140714,-0.3246853627267806,-0.34031416370671935,-0.16456482419763405,-0.19527413461690893,-0.0124021516016634,-0.04413928115054037,0.7478876659774777,-0.225978053127279,0.017861100365904,1.7589091511057613e-16,5.453894653517124e-17,-1.773894792716535e-18,1.6462049099562331e-18,-5.37908642337104e-18,-6.71303542552985e-18,1.6451995452179057e-18,-1.5131379647021987e-18,-8.5569829662002e-19,-4.718642271420374e-20,-9.533803466130826e-19,-1.9084175101923204e-19,2.6330260871457506e-19,-8.626189528143787e-19,-7.248718036252776e-19,4.9859826542776574e-20,3.777885364334668e-21,-8.166570765558868e-21,-1.1062268067087731e-21,-3.1367342500913947e-22,-7.54885154222233e-22,1.2169016514588286e-21,1.2488908354267936e-21,-4.704585851904874e-21,-3.43192011208743e-21,7.498588635128294e-22,2.4524176125198514e-21,1.8328410003215362e-22,1.4474743569885029e-21,5.608273445686524e-22,1.0420468094490863e-33,4.010183127858071e-32,2.906158425256126e-32,8.33876263908809e-33,-1.4419111088016966e-31,-3.0525611842229596e-33,7.800327418831568e-32,3.9161265866082354e-32
797.4684,[M-H+HCOOH]-,-1.0027239082106962,-0.3175615880130675,0.44106223020794033,-0.36089467119611224,0.2413111724414801,-1.2843932313823114,0.9511845012970233,-0.6570129357667638,0.364869072363195,-0.24432306035392953,0.9256931972227108,0.45994674281001446,0.27433401463539336,0.4059751073672128,0.4605946202807219,-0.037850234972854016,0.322866989737573,0.16179674566420366,0.3837045143102416,0.11313690923692593,0.12127930163390989,0.13005840395804624,0.10503218589967547,0.042188897499552784,-0.054710453920193663,0.10212385722039968,5.003160804119384e-17,3.0843752278477104e-16,-4.968987401070692e-16,-5.787337914124131e-16,1.2397258891879365e-16,-1.17675940892633e-16,-3.1220488584375535e-16,-7.837327759256925e-17,1.680188702757665e-16,3.3528995706041286e-16,-1.7590071684363618e-16,-1.4239085907999225e-16,-4.1649522865605617e-16,-2.4429259716327265e-16,-2.6292001295734856e-17,-4.1581807151965105e-18,2.1930868884108164e-18,-1.0478004825824495e-18,-6.643475049156403e-19,-5.047172604569782e-19,2.819499399337016e-19,7.689056432852956e-20,2.981932438726203e-19,-4.0444227470674094e-19,4.357788221407026e-19,-6.510649450409473e-20,2.4681790320041886e-19,5.783250532258748e-19,4.228679645758386e-19,-3.0190519389668894e-19,-3.9723170000857704e-29,-1.8732081912920039e-31,2.439599034969344e-32,-3.0062519204690085e-32,-1.2276209020731384e-31,-1.0949740534671817e-31,3.568415839747644e-32,-8.8493920875016e-33
807.4908,[M-H]-,1.957132372374407,0.5350530025303483,-0.25676438810992475,0.2648533931438616,-0.9615086615494141,-0.5474398847684434,1.1356475220598168,0.8620605063743337,-1.527996409222126,-0.850712687889434,-0.8414057448763951,-0.40439566730750337,0.19455032277681816,0.12334225201893274,0.14017903732352963,0.08417289575725463,0.06542410500001795,-0.07699010507430512,0.04839984322029127,0.021934577054604196,0.03644671594889108,0.039806387264567436,0.05381276937014703,0.003947170640138541,-0.011342547440393766,-0.010841421414175148,5.263976810026846e-16,-4.912303572194366e-16,4.186179642481716e-17,-4.024115037016172e-16,4.893486802470125e-16,6.468839617834375e-16,-2.411305637006519e-16,-9.862341754957658e-17,6.873387022945329e-18,-1.0062905607066985e-16,-3.4811479415606845e-18,-3.67393450262447e-17,1.5059683992043504e-16,7.26749804870335e-17,-4.240542921411023e-17,5.6329476555735365e-18,2.6995748350484673e-19,4.505105953394916e-19,2.660504750759251e-19,4.5171907902128375e-20,-1.581700023221121e-19,4.3404851255873656e-20,-2.4019306943502673e-19,-2.3350220564144867e-19,-2.7933729595487474e-19,8.000273097939088e-20,6.287550300446787e-20,1.8683802115887253e-19,1.1463761159633405e-19,-4.098046784953962e-20,-5.290838259086606e-30,-9.68809151785091e-32,4.7245345833368764e-32,1.5868526724652726e-31,1.0465157484308727e-31,1.6252076214032423e-31,1.0611459379241578e-31,1.1916006795600544e-31
681.4214,[M-H+HCOOH]-,-1.1840134340398598,1.3822209693109806,0.49071185711302795,1.4883295429502186,0.13988037620674776,-1.0538706426769762,-0.09839201761809468,-0.9704867513615983,0.2585670256451715,0.6956691068727365,-1.0447507245746486,-0.2653066472285743,0.4631762073657323,-0.476788393142026,-0.10167697981466173,0.7030771337624099,0.5257658923215325,0.6344987463835648,-0.3541285439627707,0.10566210717985451,0.643918613640908,-0.23256848770184146,-0.08564016497059204,0.26453986024784,0.2602224568916416,0.00116590748447595,1.7589091511057677e-16,5.453894653517108e-17,-1.773894792716584e-18,1.6462049099563015e-18,-5.379086423371129e-18,-6.713035425529827e-18,1.645199545218084e-18,-1.513137964702338e-18,-8.556982966200396e-19,-4.7186422714150004e-20,-9.533803466130437e-19,-1.9084175101948484e-19,2.6330260871455917e-19,-8.626189528142529e-19,-7.248718036249479e-19,4.985982654268131e-20,3.77788536432734e-21,-8.166570765853045e-21,-1.1062268064034519e-21,-3.1367342476976763e-22,-7.548851541226983e-22,1.2169016515907274e-21,1.248890835408627e-21,-4.70458585175832e-21,-3.4319201120434636e-21,7.498588639378365e-22,2.4524176126877782e-21,1.8328410023977202e-22,1.4474743568370635e-21,5.6082734429996975e-22,4.310091552007472e-32,-1.899648507485573e-31,2.547801609452682e-32,-1.1076772083929517e-31,2.3629817006517505e-32,-3.340523889268711e-32,-1.6194961715130025e-32,-1.9898103335817642e-33
925.4798,[M-H]-,3.5443335556054816,2.750245699349089,0.7498960101532992,-1.1168584362154588,0.7927872043614288,0.5784677004217456,0.010975941824372209,0.3771101444940208,0.24169728834287252,0.6457636745919064,0.24015171319924494,0.5454787427929942,0.030231659785975352,-0.02622110657311043,0.1748744087597993,0.2717557228054995,-0.3505394413707056,-0.06144866217961108,0.09936709917589993,-0.39500532872929495,0.13024981442834271,-0.521208483624112,0.8307269597022761,0.010493258969996042,-0.011665873287319549,-0.014141529335013666,1.7589091511057724e-16,5.453894653517096e-17,-1.7738947927166868e-18,1.6462049099561208e-18,-5.37908642337109e-18,-6.713035425529779e-18,1.6451995452179595e-18,-1.5131379647020571e-18,-8.556982966204597e-19,-4.718642271450173e-20,-9.533803466127897e-19,-1.9084175101961551e-19,2.633026087146471e-19,-8.626189528140923e-19,-7.248718036252093e-19,4.985982654253232e-20,3.7778853641710155e-21,-8.166570765579171e-21,-1.106226807021422e-21,-3.1367342475266964e-22,-7.548851537947834e-22,1.2169016518984911e-21,1.248890835257264e-21,-4.704585851724124e-21,-3.431920112141166e-21,7.498588638547892e-22,2.452417612362306e-21,1.8328410020557604e-22,1.4474743568224081e-21,5.608273447347471e-22,3.455428535739017e-32,4.326533024255343e-32,-5.9895635121881584e-33,1.1590183403339683e-31,-4.1183946935888636e-32,-7.494038706143012e-33,-1.7041829526372446e-32,5.991024492183885e-32
793.4374,[M-H]-,3.2622670303778856,2.6774931852884385,1.0889539664977943,-1.2762940195139683,1.4130479462743517,-0.7512446862422473,0.3218938504626316,-0.44353144769851355,0.08883357171653924,0.8153190683688376,0.03945782129203777,-0.29697576134216497,-0.004755792012787355,0.11374184691008407,0.09295878755181033,0.007845114672645441,-0.22175756782035497,-0.015222123205683303,0.10105800465297922,-0.06560885245604497,-0.008314392608895918,0.25188393141353965,-0.26757115135863047,-0.028338026394875555,-0.022482282229375105,0.008347651127505833,8.606131933913511e-17,2.8155374722004236e-16,-2.0856433339800143e-16,-1.4577179719881894e-16,-1.0260919651439097e-16,2.9426389793676483e-16,2.3157971388922716e-16,5.501720859165902e-16,5.408225912394616e-16,-3.3814277227176124e-16,4.555961369991894e-16,-7.087896931911308e-17,1.4980169146555415e-16,3.026940389931415e-17,1.0679624405695954e-17,2.594413610774967e-18,2.1946074814638754e-19,7.295944928343303e-19,3.2667589585343605e-19,1.834993920075743e-19,-3.230769403705117e-19,-4.509663121796686e-20,-2.369073901057386e-20,-5.0729662240096e-20,8.625057567769409e-20,-9.868015376034728e-20,-4.337921231621689e-20,-6.508190612803825e-20,-1.2179749529136744e-19,1.209293618866573e-20,2.921241766160933e-30,1.16683797613281e-31,-6.395555841170246e-32,-1.200930429109116e-31,-1.4176367833149371e-31,3.463473469015953e-32,-1.0796667757552902e-31,7.868974075961173e-32
845.4891,[M-H+HCOOH]-,-1.310205884425821,-0.11167592827282748,-2.188604756858375,-1.5341806465992731,0.23077616193377198,0.19678421809479657,-0.4653381435595095,-0.05737360504890145,-0.7085069758521885,0.3166635425459233,0.15192572846689428,0.1989638721894043,0.12795747378377428,-0.14289781436810536,0.14616768243386816,-0.011545896580358834,-0.11096290875439244,0.08745616104648993,-0.05225597270963754,0.07896072305062529,0.010763117228957082,-0.03276606836025172,-0.02526234461021615,0.003087592741701489,0.0043833877596181165,0.004071220573712423,6.82192922733531e-17,2.923413584666892e-16,9.886612031896605e-17,-5.2363385630285395e-17,1.633069111772198e-16,1.3492882116024094e-16,2.2655957172174667e-16,-3.473814084716991e-16,1.5657841886280914e-16,4.491250724204992e-17,1.0617315111218974e-17,4.906291442866694e-17,8.807417251865039e-17,-1.9784155677280603e-17,8.017433537072876e-18,-5.2132924936447085e-17,6.793398854056608e-16,7.981871815948393e-18,2.0960152575271322e-16,6.892884511792786e-17,2.9432593807304506e-16,-7.46255321066717e-17,-1.1358499985141997e-16,-1.2485000503095182e-16,7.029006654973852e-16,9.736166024321287e-17,1.4082591667524586e-16,2.0133523352840801e-16,-3.277514618579794e-16,-1.6637333433083207e-16,-1.6729680340231248e-26,-8.409728555955687e-29,-6.221436143152582e-29,2.7298914900017137e-29,2.222415205297929e-29,2.379894440358938e-29,1.8330958475222364e-29,3.407247725310587e-29
977.5317,[M-H+HCOOH]-,-0.5815580519295167,-0.5279462253093553,0.6343204573501723,-0.014001329319730402,-0.06766224075436629,0.5542726738197414,-0.14160152449507224,0.07178986699057198,-0.031740658250066625,0.15467699148687006,0.033981554121012926,-0.08506441723778357,-0.06870507311164731,-0.12435621388399946,0.053565368209138625,0.0528784654996133,-0.014688867762946405,-0.07731686048514261,-0.04126937299044437,0.01752353988840003,-0.04985943663141955,0.005174893907286504,-0.0007274685770245597,0.016202795185927255,0.02607418138980615,-0.014188315127732153,1.867928953870094e-16,3.487325377181212e-17,-5.795477568773546e-17,-7.761903763558386e-17,3.3872550947017785e-17,-1.024724416367502e-16,-1.97387076636377e-16,3.0935553947898476e-16,-1.8820548247921226e-16,-2.574901221343703e-16,-1.2651412571495317e-16,3.616471678443345e-17,-7.368533822931623e-17,-2.874770158511507e-17,3.3589836677951287e-19,4.9484217819443865e-17,5.430914867582324e-16,8.311504814526137e-17,3.280487966774733e-17,-2.864656841908497e-16,-2.5011024348019043e-16,5.553260505869937e-17,1.2976930113828358e-16,3.4852978751136645e-16,-2.536086283824076e-17,3.576337016299722e-16,7.018850956842907e-16,-3.4032276901819503e-16,-6.179227381862075e-17,5.391671081475919e-16,6.718282265595401e-26,-9.798649636666763e-29,-1.862844151035608e-28,1.0572580969334913e-28,-9.701900352729438e-29,7.432920485111736e-29,3.2310433909391566e-29,-1.50094222407794e-28
1007.5422,[M-H+HCOOH]-,-0.8472726571101461,0.07588881917094237,0.37035385169353846,0.6966803992378894,-0.2149317501969916,0.46573208382514386,-0.3163128453681729,-0.10788870516992911,0.3504050262797637,0.3110836122452781,-0.1402167015720916,-0.2712491869031437,0.8819348988931692,-0.22549318038843139,-0.5995973330799682,0.5607398922194026,-0.11569864345625651,-0.4375704236874832,0.15148161696423862,0.5137307504290224,0.4644197840857299,-0.17961548388283863,-0.07827534670375393,-0.20867014365975287,-0.5071551694263183,0.013957393144489023,1.7589091511057712e-16,5.453894653517081e-17,-1.7738947927164202e-18,1.6462049099560035e-18,-5.379086423371075e-18,-6.713035425529725e-18,1.6451995452178325e-18,-1.5131379647023306e-18,-8.556982966201715e-19,-4.718642271428679e-20,-9.533803466132415e-19,-1.9084175101933096e-19,2.633026087145964e-19,-8.626189528140038e-19,-7.248718036248825e-19,4.985982654281092e-20,3.7778853643957324e-21,-8.166570765438571e-21,-1.1062268065035972e-21,-3.1367342506776114e-22,-7.548851539217969e-22,1.2169016514344028e-21,1.248890835381835e-21,-4.704585852061199e-21,-3.43192011200255e-21,7.49858863781512e-22,2.452417611947069e-21,1.8328410022511661e-22,1.447474356873702e-21,5.60827344695666e-22,6.312675651387043e-32,1.0187304998734526e-31,5.842849208430879e-32,-1.9502073302785137e-32,9.190784659306668e-32,5.193953332614889e-32,7.052335383585214e-32,-1.1059479277454665e-32
